"","code","coding_system","description","entity","list_name","upload_date","QOF","analysis"
"39","H320.00","Read","Chronic bullous emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"40","H320000","Read","Segmental bullous emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"41","H320100","Read","Zonal bullous emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"42","H320200","Read","Giant bullous emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"43","H320300","Read","Bullous emphysema with collapse","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"44","H320z00","Read","Chronic bullous emphysema NOS","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"45","H321.00","Read","Panlobular emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"46","H322.00","Read","Centrilobular emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"47","H32y.00","Read","Other emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"48","H32y000","Read","Acute vesicular emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"49","H32y100","Read","Atrophic (senile) emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"50","H32y111","Read","Acute interstitial emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"51","H32y200","Read","MacLeod's unilateral emphysema","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"52","H32yz00","Read","Other emphysema NOS","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"53","H32z.00","Read","Emphysema NOS","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"54","H36..00","Read","Mild chronic obstructive pulmonary disease","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"55","H37..00","Read","Moderate chronic obstructive pulmonary disease","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"56","H38..00","Read","Severe chronic obstructive pulmonary disease","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"57","H3y..11","Read","Other specified chronic obstructive pulmonary disease","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"58","H3z..11","Read","Chronic obstructive pulmonary disease NOS","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",1,"Main"
"59","491","OXMIS","CHRONIC BRONCHITIS","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",0,"Main"
"60","491 E","OXMIS","CHRONIC BRONCHITIS WITH EMPHYSEMA","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",0,"Main"
"61","492","OXMIS","EMPHYSEMA PULMONARY","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",0,"Main"
"62","492 AC","OXMIS","EMPHYSEMA APICAL BULLAE","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",0,"Main"
"63","5199G","OXMIS","OBSTRUCTIVE AIRWAYS DISEASE CHRONIC","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",0,"Main"
"64","5199GE","OXMIS","EXACERBATION COAD","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",0,"Sensitivity"
"65","5199GL","OXMIS","COLD (CHRONIC OBSTRUCTIVE LUNG DISEASE)","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",0,"Main"
"66","5199GP","OXMIS","COPD (CHRONIC OBSTRUCTIVE PULMONARY DISE","diagnostic","85 - chronic obstructive pulmonary diasease","2014-01-30",0,"Main"
