"","code","coding_system","description","entity","list_name","upload_date","QOF","analysis"
"39","663V300","Read","Severe asthma","diagnostic","95 - asthma","2014-01-30",0,"Main"
"40","663w.00","Read","Asthma limits walking up hills or stairs","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"41","663W.00","Read","Asthma prophylactic medication used","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"42","663x.00","Read","Asthma limits walking on the flat","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"43","663y.00","Read","Number of asthma exacerbations in past year","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"44","66Y5.00","Read","Change in asthma management plan","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"45","66Y9.00","Read","Step up change in asthma management plan","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"46","66YA.00","Read","Step down change in asthma management plan","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"47","66YC.00","Read","Absent from work or school due to asthma","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"48","66YJ.00","Read","Asthma annual review","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"49","66YK.00","Read","Asthma follow-up","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"50","66YP.00","Read","Asthma night-time symptoms","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"51","66YQ.00","Read","Asthma monitoring by nurse","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"52","66YR.00","Read","Asthma monitoring by doctor","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"53","8791.00","Read","Further asthma - drug prevent.","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"54","8793.00","Read","Asthma control step 0","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"55","8794.00","Read","Asthma control step 1","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"56","8795.00","Read","Asthma control step 2","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"57","8796.00","Read","Asthma control step 3","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"58","8797.00","Read","Asthma control step 4","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"59","8798.00","Read","Asthma control step 5","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"60","8B3j.00","Read","Asthma medication review","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"61","8CR0.00","Read","Asthma clinical management plan","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"62","8H2P.00","Read","Emergency admission; asthma","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"63","8HTT.00","Read","Referral to asthma clinic","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"64","9N1d.00","Read","Seen in asthma clinic","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"65","9NI8.00","Read","Asthma outreach clinic","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"66","9OJ1.00","Read","Attends asthma monitoring","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"67","9OJA.00","Read","Asthma monitoring check done","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"68","9OJA.11","Read","Asthma monitored","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"69","c109.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"70","c11b.00","Read","VENTOLIN sf syrp 2mg/5ml","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"71","c11z.00","Read","Other disorder of pancreatic internal secretion NOS","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"72","c135.00","Read","Diabetes insipidus","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"73","c13G.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"74","c13I.00","Read","AIROMIR cfc free inh 100micrograms/inhalation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"75","c13J.00","Read","SALBUTAMOL cfc free inh 100micrograms/inhalation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"76","c13L.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"77","c13o.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"78","c13T.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"79","c13U.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"80","c13v.00","Read","SALBUTAMOL inh 100micrograms/inhalation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"81","c13w.00","Read","SALBUTAMOL unit dose neb soln 2.5mg/2.5ml","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"82","c14f.00","Read","BRICANYL TURBOHALER 500micrograms","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"83","c14j.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"84","c14w.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"85","c191.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"86","c192.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"87","c198.00","Read","SEREVENT ACCUHALER 50micrograms/actuation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"88","c1C4.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"89","c1D6.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"90","c1Du.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"91","c1Dv.00","Read","SALMETEROL + FLUTICASONE cfc free inh 25micrograms + 125micrograms/actuation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"92","c1Dw.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"93","c1Dz.00","Read","SALMETEROL + FLUTICASONE dry pdr inh 50micrograms+ 500micrograms/inhalation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"94","c1E1.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"95","c1E7.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"96","c315.00","Read","ATROVENT AUTOHALER breath act inh 20micrograms/actuation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"97","c31G.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"98","c31t.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"99","c31u.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"100","c31x.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"101","c332.00","Read","Other paraproteinaemias","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"102","c617.00","Read","BECOTIDE 100 inh 100micrograms/actuation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"103","c61F.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"104","c61i.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"105","c61O.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"106","c61t.00","Read","BECLOMETASONE inh 250micrograms/actuation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"107","c61u.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"108","c61v.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"109","c61x.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"110","c61z.00","Read","BECLOMETASONE inh 100micrograms/actuation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"111","c648.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"112","c65f.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"113","c65V.00","Read","FLIXOTIDE ACCUHALER 250micrograms/inhalation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"114","c663.00","Read","BECOTIDE EASI-BREATHE breath act inh 100micrograms/actuation","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"115","c665.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"116","c66a.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"117","c66B.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"118","c672.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"119","cA11.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"120","cA15.00","Read","","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"121","H312000","Read","Chronic asthmatic bronchitis","diagnostic","95 - asthma","2014-01-30",0,"Main"
"122","H33..00","Read","Asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"123","H330.00","Read","Extrinsic (atopic) asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"124","H330000","Read","Extrinsic asthma without status asthmaticus","diagnostic","95 - asthma","2014-01-30",1,"Main"
"125","H330011","Read","Hay fever with asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"126","H330100","Read","Extrinsic asthma with status asthmaticus","diagnostic","95 - asthma","2014-01-30",1,"Main"
"127","H330.11","Read","Allergic asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"128","H330111","Read","Extrinsic asthma with asthma attack","diagnostic","95 - asthma","2014-01-30",1,"Main"
"129","H330.12","Read","Childhood asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"130","H330.13","Read","Hay fever with asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"131","H330.14","Read","Pollen asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"132","H330z00","Read","Extrinsic asthma NOS","diagnostic","95 - asthma","2014-01-30",1,"Main"
"133","H331.00","Read","Intrinsic asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"134","H331000","Read","Intrinsic asthma without status asthmaticus","diagnostic","95 - asthma","2014-01-30",1,"Main"
"135","H33..11","Read","Bronchial asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"136","H331100","Read","Intrinsic asthma with status asthmaticus","diagnostic","95 - asthma","2014-01-30",1,"Main"
"137","H331.11","Read","Late onset asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"138","H331111","Read","Intrinsic asthma with asthma attack","diagnostic","95 - asthma","2014-01-30",1,"Main"
"139","H331z00","Read","Intrinsic asthma NOS","diagnostic","95 - asthma","2014-01-30",1,"Main"
"140","H332.00","Read","Mixed asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"141","H333.00","Read","Acute exacerbation of asthma","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"142","H334.00","Read","Brittle asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"143","H33z.00","Read","Asthma unspecified","diagnostic","95 - asthma","2014-01-30",1,"Main"
"144","H33z000","Read","Status asthmaticus NOS","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"145","H33z011","Read","Severe asthma attack","diagnostic","95 - asthma","2014-01-30",1,"Sensitivity"
"146","h33z100","Read","Asthma attack","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"147","H33z100","Read","Asthma attack","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"148","H33z.11","Read","Hyperreactive airways disease","diagnostic","95 - asthma","2014-01-30",0,"Main"
"149","H33z111","Read","Asthma attack NOS","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"150","H33z200","Read","Late-onset asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"151","H33zz00","Read","Asthma NOS","diagnostic","95 - asthma","2014-01-30",1,"Main"
"152","H33zz11","Read","Exercise induced asthma","diagnostic","95 - asthma","2014-01-30",1,"Main"
"153","H33zz12","Read","Allergic asthma NEC","diagnostic","95 - asthma","2014-01-30",1,"Main"
"154","H35y600","Read","Sequoiosis (red-cedar asthma)","diagnostic","95 - asthma","2014-01-30",0,"Main"
"155","H35y700","Read","Wood asthma","diagnostic","95 - asthma","2014-01-30",0,"Main"
"156","H47y000","Read","Detergent asthma","diagnostic","95 - asthma","2014-01-30",0,"Main"
"157","3052AT","OXMIS","PSYCHOGENIC ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Main"
"158","493","OXMIS","ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Main"
"159","493 AA","OXMIS","ASTHMA ACUTE","diagnostic","95 - asthma","2014-01-30",0,"Main"
"160","493 AB","OXMIS","ASTHMA ATTACK","diagnostic","95 - asthma","2014-01-30",0,"Main"
"161","493 AD","OXMIS","ASTHMA OCCASIONAL","diagnostic","95 - asthma","2014-01-30",0,"Main"
"162","493 AE","OXMIS","ASTHMA SEASONAL","diagnostic","95 - asthma","2014-01-30",0,"Main"
"163","493 AH","OXMIS","ASTHMA HOSPITALISED","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"164","493 AI","OXMIS","ASTHMA SEVERITY MILD","diagnostic","95 - asthma","2014-01-30",0,"Main"
"165","493 AJ","OXMIS","ASTHMA SEVERITY MODERATE","diagnostic","95 - asthma","2014-01-30",0,"Main"
"166","493 AK","OXMIS","ASTHMA SEVERITY SEVERE","diagnostic","95 - asthma","2014-01-30",0,"Main"
"167","493 AR","OXMIS","ASTHMA RESOLVED","diagnostic","95 - asthma","2014-01-30",0,"Resolve"
"168","493 BD","OXMIS","ASTHMA AND BRONCHITIS","diagnostic","95 - asthma","2014-01-30",0,"Main"
"169","493 BF","OXMIS","ASTHMA FREQUENCY RARELY","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"170","493 BG","OXMIS","ASTHMA FREQUENCY REGULARLY","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"171","493 BH","OXMIS","ASTHMA FREQUENCY CONSTANTLY","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"172","493 BI","OXMIS","ASTHMA FREQUENCY ON EXERCISE ONLY","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"173","493 BR","OXMIS","BRONCHIAL ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Main"
"174","493 C","OXMIS","CROUP ASTHMATIC","diagnostic","95 - asthma","2014-01-30",0,"Main"
"175","493 CH","OXMIS","CHILDHOOD ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Main"
"176","493 CJ","OXMIS","ASTHMA MEDICATION INTERMITTENTLY","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"177","493 CK","OXMIS","ASTHMA MEDICATION PRN","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"178","493 CL","OXMIS","ASTHMA MEDICATION REGULARLY","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"179","493 CM","OXMIS","ASTHMA MEDICATION PROPHYLACTICLY","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"180","493 D","OXMIS","STATUS ASTHMATICUS","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"181","493 EA","OXMIS","ASTHMA EXERCISE INCLUDED","diagnostic","95 - asthma","2014-01-30",0,"Main"
"182","493 EB","OXMIS","ASTHMA EXERCISE INDUCED","diagnostic","95 - asthma","2014-01-30",0,"Main"
"183","493 EP","OXMIS","ASTHMA EPISODIC","diagnostic","95 - asthma","2014-01-30",0,"Main"
"184","493 F","OXMIS","ASTHMATIC ALLERGY","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"185","493 GR","OXMIS","ASTHMA ALLERGIC GRASS","diagnostic","95 - asthma","2014-01-30",0,"Main"
"186","493 GS","OXMIS","ASTHMA POLLEN INITIATED","diagnostic","95 - asthma","2014-01-30",0,"Main"
"187","493 HT","OXMIS","INTRINSIC ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Main"
"188","493 JC","OXMIS","CHRONIC ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Main"
"189","493 KA","OXMIS","EXACERBATION OF ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"190","493 KB","OXMIS","ASTHMA EXACERBATION","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"191","493 NA","OXMIS","NOCTURNAL ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Main"
"192","691 TM","OXMIS","ECZEMA WITH ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Main"
"193","L4930LO","OXMIS","LATE ONSET ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Main"
"194","Y0601JB","OXMIS","ASTHMA CLINIC ATTENDANCE","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"195","Y060 JB","OXMIS","CLINIC ASTHMA","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"196","Y060 LE","OXMIS","ASTHMA GROUP","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
"197","Y100 AR","OXMIS","ASTHMA ROUTINE ASSESSMENT","diagnostic","95 - asthma","2014-01-30",0,"Sensitivity"
