"","code","coding_system","description","entity","list_name","upload_date","QOF","analysis"
"108","8H7f.00","Read","Referral to diabetes nurse","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"109","8H7r.00","Read","Refer to diabetic foot screener","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"110","8HBG.00","Read","Diabetic retinopathy 12 month review","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"111","8HBH.00","Read","Diabetic retinopathy 6 month review","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"112","8HHy.00","Read","Referral to diabetic register","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"113","8Hj0.00","Read","Referral to diabetes structured education programme","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"114","8Hl1.00","Read","Referral for diabetic retinopathy screening","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"115","8Hl4.00","Read","Referral to community diabetes specialist nurse","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"116","8HLE.00","Read","Diabetology D.V. done","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"117","8HME.00","Read","Listed for Diabetology admissn","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"118","8HTe.00","Read","Referral to diabetes preconception counselling clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"119","8HTi.00","Read","Referral to multidisciplinary diabetic clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"120","8HTk.00","Read","Referral to diabetic eye clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"121","8HVU.00","Read","Private referral to diabetologist","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"122","8I3W.00","Read","Diabetic foot examination declined","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"123","8I3X.00","Read","Diabetic retinopathy screening refused","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"124","93C4.00","Read","Patient consent given for addition to diabetic register","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"125","9N0m.00","Read","Seen in diabetic nurse consultant clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"126","9N0n.00","Read","Seen in community diabetes specialist clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"127","9N0o.00","Read","Seen in community diabetic specialist nurse clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"128","9N1i.00","Read","Seen in diabetic foot clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"129","9N1o.00","Read","Seen in multidisciplinary diabetic clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"130","9N1Q.00","Read","Seen in diabetic clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"131","9N1v.00","Read","Seen in diabetic eye clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"132","9N2d.00","Read","Seen by diabetologist","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"133","9N2i.00","Read","Seen by diabetic liaison nurse","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"134","9NM0.00","Read","Attending diabetes clinic","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"135","9NN8.00","Read","Under care of diabetologist","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"136","9NN9.00","Read","Under care of diabetes specialist nurse","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"137","9NND.00","Read","Under care of diabetic foot screener","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"138","9OL1.00","Read","Attends diabetes monitoring","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"139","9OL2.00","Read","Refuses diabetes monitoring","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"140","9OLA.11","Read","Diabetes monitored","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"141","9OLD.00","Read","Diabetic patient unsuitable for digital retinal photography","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"142","C10..00","Read","Diabetes mellitus","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"143","C100.00","Read","Diabetes mellitus with no mention of complication","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"144","C100000","Read","Diabetes mellitus; juvenile type; no mention of complication","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"145","C100011","Read","Insulin dependent diabetes mellitus","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"146","C100100","Read","Diabetes mellitus; adult onset; no mention of complication","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"147","C100111","Read","Maturity onset diabetes","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"148","C100112","Read","Non-insulin dependent diabetes mellitus","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"149","C100z00","Read","Diabetes mellitus NOS with no mention of complication","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"150","C101.00","Read","Diabetes mellitus with ketoacidosis","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"151","C101000","Read","Diabetes mellitus; juvenile type; with ketoacidosis","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"152","C101100","Read","Diabetes mellitus; adult onset; with ketoacidosis","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"153","C101y00","Read","Other specified diabetes mellitus with ketoacidosis","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"154","C101z00","Read","Diabetes mellitus NOS with ketoacidosis","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"155","C102.00","Read","Diabetes mellitus with hyperosmolar coma","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"156","C102000","Read","Diabetes mellitus; juvenile type; with hyperosmolar coma","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"157","C102100","Read","Diabetes mellitus; adult onset; with hyperosmolar coma","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"158","C102z00","Read","Diabetes mellitus NOS with hyperosmolar coma","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"159","C103.00","Read","Diabetes mellitus with ketoacidotic coma","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"160","C103000","Read","Diabetes mellitus; juvenile type; with ketoacidotic coma","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"161","C103100","Read","Diabetes mellitus; adult onset; with ketoacidotic coma","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"162","C103y00","Read","Other specified diabetes mellitus with coma","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"163","C103z00","Read","Diabetes mellitus NOS with ketoacidotic coma","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"164","C104.00","Read","Diabetes mellitus with renal manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"165","C104000","Read","Diabetes mellitus; juvenile type; with renal manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"166","C104100","Read","Diabetes mellitus; adult onset; with renal manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"167","C104.11","Read","Diabetic nephropathy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"168","C104y00","Read","Other specified diabetes mellitus with renal complications","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"169","C104z00","Read","Diabetes mellitis with nephropathy NOS","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"170","C105.00","Read","Diabetes mellitus with ophthalmic manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"171","C105000","Read","Diabetes mellitus; juvenile type; + ophthalmic manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"172","C105100","Read","Diabetes mellitus; adult onset; + ophthalmic manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"173","C105y00","Read","Other specified diabetes mellitus with ophthalmic complicatn","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"174","C105z00","Read","Diabetes mellitus NOS with ophthalmic manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"175","C106.00","Read","Diabetes mellitus with neurological manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"176","C106000","Read","Diabetes mellitus; juvenile; + neurological manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"177","C106100","Read","Diabetes mellitus; adult onset; + neurological manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"178","C106.11","Read","Diabetic amyotrophy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Sensitivity"
"179","C106.12","Read","Diabetes mellitus with neuropathy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"180","C106.13","Read","Diabetes mellitus with polyneuropathy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"181","C106y00","Read","Other specified diabetes mellitus with neurological comps","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"182","C106z00","Read","Diabetes mellitus NOS with neurological manifestation","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"183","C107.00","Read","Diabetes mellitus with peripheral circulatory disorder","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"184","C107000","Read","Diabetes mellitus; juvenile +peripheral circulatory disorder","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"185","C107100","Read","Diabetes mellitus; adult; + peripheral circulatory disorder","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"186","C107.11","Read","Diabetes mellitus with gangrene","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"187","C107.12","Read","Diabetes with gangrene","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"188","C107200","Read","Diabetes mellitus; adult with gangrene","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"189","C107300","Read","IDDM with peripheral circulatory disorder","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"190","C107400","Read","NIDDM with peripheral circulatory disorder","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"191","C107y00","Read","Other specified diabetes mellitus with periph circ comps","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"192","C107z00","Read","Diabetes mellitus NOS with peripheral circulatory disorder","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"193","C108.00","Read","Insulin dependent diabetes mellitus","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"194","C108000","Read","Insulin-dependent diabetes mellitus with renal complications","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"195","C108011","Read","Type I diabetes mellitus with renal complications","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"196","C108012","Read","Type 1 diabetes mellitus with renal complications","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"197","C108100","Read","Insulin-dependent diabetes mellitus with ophthalmic comps","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"198","C108.11","Read","IDDM-Insulin dependent diabetes mellitus","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"199","C108.12","Read","Type 1 diabetes mellitus","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"200","C108.13","Read","Type I diabetes mellitus","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"201","C108200","Read","Insulin-dependent diabetes mellitus with neurological comps","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"202","C108211","Read","Type I diabetes mellitus with neurological complications","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"203","C108212","Read","Type 1 diabetes mellitus with neurological complications","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"204","C108300","Read","Insulin dependent diabetes mellitus with multiple complicatn","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"205","C108400","Read","Unstable insulin dependent diabetes mellitus","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"206","C108411","Read","Unstable type I diabetes mellitus","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"207","C108500","Read","Insulin dependent diabetes mellitus with ulcer","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"208","C108511","Read","Type I diabetes mellitus with ulcer","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"209","C108600","Read","Insulin dependent diabetes mellitus with gangrene","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"210","C108700","Read","Insulin dependent diabetes mellitus with retinopathy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"211","C108711","Read","Type I diabetes mellitus with retinopathy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"212","C108712","Read","Type 1 diabetes mellitus with retinopathy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"213","C108800","Read","Insulin dependent diabetes mellitus - poor control","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"214","C108811","Read","Type I diabetes mellitus - poor control","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"215","C108812","Read","Type 1 diabetes mellitus - poor control","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"216","C108900","Read","Insulin dependent diabetes maturity onset","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"217","C108911","Read","Type I diabetes mellitus maturity onset","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"218","C108A00","Read","Insulin-dependent diabetes without complication","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"219","C108B00","Read","Insulin dependent diabetes mellitus with mononeuropathy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"220","C108B11","Read","Type I diabetes mellitus with mononeuropathy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"221","C108C00","Read","Insulin dependent diabetes mellitus with polyneuropathy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
"222","C108C11","Read","Type I diabetes mellitus with polyneuropathy","diagnostic","94 - diabetes mellitus","2014-01-30",0,"Main"
