"","code","coding_system","description","entity","list_name","upload_date","analysis"
"29","N140600","Read","Thoracic spinal stenosis secondary to other disease","diagnostic","76 - back pain","2014-01-30","Main"
"30","N140700","Read","Idiopathic lumbar spinal stenosis","diagnostic","76 - back pain","2014-01-30","Main"
"31","N140800","Read","Degenerative lumbar spinal stenosis","diagnostic","76 - back pain","2014-01-30","Main"
"32","N140900","Read","Iatrogenic lumbar spinal stenosis","diagnostic","76 - back pain","2014-01-30","Main"
"33","N140A00","Read","Lumbar spinal stenosis secondary to other disease","diagnostic","76 - back pain","2014-01-30","Main"
"34","N140z00","Read","Spinal stenosis NOS","diagnostic","76 - back pain","2014-01-30","Main"
"35","N141.00","Read","Pain in thoracic spine","diagnostic","76 - back pain","2014-01-30","Main"
"36","N141.11","Read","Acute back pain - thoracic","diagnostic","76 - back pain","2014-01-30","Main"
"37","n142.00","Read","Pain in lumbar spine","diagnostic","76 - back pain","2014-01-30","Main"
"38","N142.00","Read","Pain in lumbar spine","diagnostic","76 - back pain","2014-01-30","Main"
"39","N142000","Read","Lumbago with sciatica","diagnostic","76 - back pain","2014-01-30","Main"
"40","N142.11","Read","Low back pain","diagnostic","76 - back pain","2014-01-30","Main"
"41","N142.12","Read","Lumbalgia","diagnostic","76 - back pain","2014-01-30","Main"
"42","N142.13","Read","Acute back pain - lumbar","diagnostic","76 - back pain","2014-01-30","Main"
"43","N142.14","Read","Lumbago","diagnostic","76 - back pain","2014-01-30","Main"
"44","N143.00","Read","Sciatica","diagnostic","76 - back pain","2014-01-30","Main"
"45","N143.11","Read","Acute back pain with sciatica","diagnostic","76 - back pain","2014-01-30","Main"
"46","N144.00","Read","Thoracic and lumbosacral neuritis","diagnostic","76 - back pain","2014-01-30","Main"
"47","N144000","Read","Thoracic neuritis; unspecified","diagnostic","76 - back pain","2014-01-30","Main"
"48","N144011","Read","Thoracic nerve root pain","diagnostic","76 - back pain","2014-01-30","Main"
"49","N144100","Read","Lumbosacral neuritis; unspecified","diagnostic","76 - back pain","2014-01-30","Main"
"50","N144z00","Read","Thoracic and lumbosacral neuritis NOS","diagnostic","76 - back pain","2014-01-30","Main"
"51","N145.00","Read","Backache; unspecified","diagnostic","76 - back pain","2014-01-30","Main"
"52","N145.11","Read","Acute back pain - unspecified","diagnostic","76 - back pain","2014-01-30","Main"
"53","N145.12","Read","Back pain; unspecified","diagnostic","76 - back pain","2014-01-30","Main"
"54","N146000","Read","Lumbosacral ankylosis","diagnostic","76 - back pain","2014-01-30","Main"
"55","N146100","Read","Sacroiliac ankylosis","diagnostic","76 - back pain","2014-01-30","Main"
"56","N146200","Read","Sacral ankylosis NOS","diagnostic","76 - back pain","2014-01-30","Main"
"57","N146300","Read","Lumbosacral instability","diagnostic","76 - back pain","2014-01-30","Main"
"58","N146311","Read","Lumbosacral strain","diagnostic","76 - back pain","2014-01-30","Main"
"59","N146400","Read","Sacroiliac instability","diagnostic","76 - back pain","2014-01-30","Main"
"60","N146500","Read","Sacral instability NOS","diagnostic","76 - back pain","2014-01-30","Sensitivity"
"61","N146600","Read","Sacroiliac disorder","diagnostic","76 - back pain","2014-01-30","Sensitivity"
"62","N146z11","Read","Sacroiliac strain","diagnostic","76 - back pain","2014-01-30","Main"
"63","N147100","Read","Hypermobility of the coccyx","diagnostic","76 - back pain","2014-01-30","Sensitivity"
"64","N147200","Read","Coccygodynia","diagnostic","76 - back pain","2014-01-30","Main"
"65","N147211","Read","Pain in coccyx","diagnostic","76 - back pain","2014-01-30","Main"
"66","N148.00","Read","Ankylosis/instability of cervical;thoracic or lumbar spine","diagnostic","76 - back pain","2014-01-30","Main"
"67","N148000","Read","Atlanto-occipital ankylosis","diagnostic","76 - back pain","2014-01-30","Main"
"68","N148100","Read","Atlanto-axial ankylosis","diagnostic","76 - back pain","2014-01-30","Main"
"69","N148200","Read","Cervical spine ankylosis","diagnostic","76 - back pain","2014-01-30","Main"
"70","N148300","Read","Cervico-thoracic ankylosis","diagnostic","76 - back pain","2014-01-30","Main"
"71","N148400","Read","Thoracic spine ankylosis","diagnostic","76 - back pain","2014-01-30","Main"
"72","N148500","Read","Thoraco-lumbar ankylosis","diagnostic","76 - back pain","2014-01-30","Main"
"73","N148600","Read","Lumbar spine ankylosis","diagnostic","76 - back pain","2014-01-30","Main"
"74","N148700","Read","Atlanto-occipital instability","diagnostic","76 - back pain","2014-01-30","Main"
"75","N148800","Read","Atlanto-axial instability","diagnostic","76 - back pain","2014-01-30","Main"
"76","N148900","Read","Cervical spine instability","diagnostic","76 - back pain","2014-01-30","Main"
"77","N148A00","Read","Cervico-thoracic instability","diagnostic","76 - back pain","2014-01-30","Main"
"78","N148B00","Read","Thoracic spine instability","diagnostic","76 - back pain","2014-01-30","Main"
"79","N148C00","Read","Lumbar spine instability","diagnostic","76 - back pain","2014-01-30","Main"
"80","N149.00","Read","Back stiffness","diagnostic","76 - back pain","2014-01-30","Main"
"81","N14y.11","Read","Facet joint syndrome","diagnostic","76 - back pain","2014-01-30","Main"
"82","N14z.11","Read","Ankylosis of spine NOS","diagnostic","76 - back pain","2014-01-30","Main"
"83","N23yE00","Read","Spasm of back muscles","diagnostic","76 - back pain","2014-01-30","Main"
"84","SJ60.00","Read","Sciatic nerve injury","diagnostic","76 - back pain","2014-01-30","Main"
"85","SJ60000","Read","Closed injury sciatic nerve","diagnostic","76 - back pain","2014-01-30","Main"
"86","SJ60100","Read","Open injury sciatic nerve","diagnostic","76 - back pain","2014-01-30","Main"
"87","353","OXMIS","SCIATICA","diagnostic","76 - back pain","2014-01-30","Main"
"88","353 A","OXMIS","SCIATICA ACUTE","diagnostic","76 - back pain","2014-01-30","Main"
"89","353 C","OXMIS","SCIATICA CHRONIC","diagnostic","76 - back pain","2014-01-30","Main"
"90","353 HP","OXMIS","PALSY SCIATIC HIGH","diagnostic","76 - back pain","2014-01-30","Sensitivity"
"91","353 NP","OXMIS","SCIATIC NEUROPATHY","diagnostic","76 - back pain","2014-01-30","Main"
"92","353 NT","OXMIS","SCIATICA NEURITIS","diagnostic","76 - back pain","2014-01-30","Main"
"93","353 PP","OXMIS","SCIATIC PARAESTHESIA","diagnostic","76 - back pain","2014-01-30","Sensitivity"
"94","353 T","OXMIS","SCIATICA TRAUMATIC","diagnostic","76 - back pain","2014-01-30","Main"
"95","5518AT","OXMIS","SCIATIC HERNIA","diagnostic","76 - back pain","2014-01-30","Main"
"96","7251D","OXMIS","SCIATICA POSSIBLE INTERVERTEBRAL DISC LE","diagnostic","76 - back pain","2014-01-30","Main"
"97","7287A","OXMIS","PAIN LOW BACK","diagnostic","76 - back pain","2014-01-30","Main"
"98","7287B","OXMIS","PAIN LUMBAR REGION","diagnostic","76 - back pain","2014-01-30","Main"
"99","7288RP","OXMIS","PAIN LUMBAR ROOT NEUROPATHY","diagnostic","76 - back pain","2014-01-30","Main"
"100","7289A","OXMIS","SCIATICA WITH BACK PAIN","diagnostic","76 - back pain","2014-01-30","Main"
"101","7289B","OXMIS","PAIN BACK WITH NEURITIS","diagnostic","76 - back pain","2014-01-30","Main"
"102","7289C","OXMIS","BAD BACK","diagnostic","76 - back pain","2014-01-30","Main"
"103","7289CA","OXMIS","VERTEBROGENIC PAIN SYNDROME","diagnostic","76 - back pain","2014-01-30","Main"
"104","7289CB","OXMIS","CHRONIC BACKACHE","diagnostic","76 - back pain","2014-01-30","Main"
"105","7289CC","OXMIS","PAIN COCCYX","diagnostic","76 - back pain","2014-01-30","Main"
"106","7289CE","OXMIS","SYNDROME CAUDA EQUINA","diagnostic","76 - back pain","2014-01-30","Main"
"107","7289CF","OXMIS","BACKACHE","diagnostic","76 - back pain","2014-01-30","Main"
"108","7289CG","OXMIS","ACHE SPINE","diagnostic","76 - back pain","2014-01-30","Main"
"109","7289CH","OXMIS","PAIN BACK","diagnostic","76 - back pain","2014-01-30","Main"
"110","7289CI","OXMIS","TROUBLE BACK","diagnostic","76 - back pain","2014-01-30","Sensitivity"
"111","7289CT","OXMIS","ACUTE BACK (PAIN)","diagnostic","76 - back pain","2014-01-30","Main"
"112","7289D","OXMIS","PAIN BACK WITHOUT SCIATICA","diagnostic","76 - back pain","2014-01-30","Main"
"113","7289E","OXMIS","COCCYDINIA","diagnostic","76 - back pain","2014-01-30","Main"
"114","7289G","OXMIS","ACHE UPPER SPINE","diagnostic","76 - back pain","2014-01-30","Main"
"115","7289H","OXMIS","ACHE LUMBOSACRAL","diagnostic","76 - back pain","2014-01-30","Main"
"116","7289J","OXMIS","PAIN LOIN","diagnostic","76 - back pain","2014-01-30","Main"
"117","7289PL","OXMIS","POSTURAL BACKACHE","diagnostic","76 - back pain","2014-01-30","Main"
