"","code","coding_system","description","entity","list_name","upload_date","QOF","analysis"
"26","G61X000","Read","Left sided intracerebral haemorrhage; unspecified","diagnostic","88 - stroke","2014-01-30",1,"Main"
"27","G61X100","Read","Right sided intracerebral haemorrhage; unspecified","diagnostic","88 - stroke","2014-01-30",1,"Main"
"28","G61z.00","Read","Intracerebral haemorrhage NOS","diagnostic","88 - stroke","2014-01-30",1,"Main"
"29","G63y000","Read","Cerebral infarct due to thrombosis of precerebral arteries","diagnostic","88 - stroke","2014-01-30",1,"Main"
"30","G63y100","Read","Cerebral infarction due to embolism of precerebral arteries","diagnostic","88 - stroke","2014-01-30",1,"Main"
"31","G64..00","Read","Cerebral arterial occlusion","diagnostic","88 - stroke","2014-01-30",1,"Main"
"32","G640.00","Read","Cerebral thrombosis","diagnostic","88 - stroke","2014-01-30",1,"Main"
"33","G640000","Read","Cerebral infarction due to thrombosis of cerebral arteries","diagnostic","88 - stroke","2014-01-30",1,"Main"
"34","G641.00","Read","Cerebral embolism","diagnostic","88 - stroke","2014-01-30",1,"Main"
"35","G641000","Read","Cerebral infarction due to embolism of cerebral arteries","diagnostic","88 - stroke","2014-01-30",1,"Main"
"36","G64..11","Read","CVA - cerebral artery occlusion","diagnostic","88 - stroke","2014-01-30",1,"Main"
"37","G641.11","Read","Cerebral embolus","diagnostic","88 - stroke","2014-01-30",1,"Main"
"38","G64..12","Read","Infarction - cerebral","diagnostic","88 - stroke","2014-01-30",1,"Main"
"39","G64..13","Read","Stroke due to cerebral arterial occlusion","diagnostic","88 - stroke","2014-01-30",1,"Main"
"40","G64z.00","Read","Cerebral infarction NOS","diagnostic","88 - stroke","2014-01-30",1,"Main"
"41","G64z000","Read","Brainstem infarction","diagnostic","88 - stroke","2014-01-30",1,"Main"
"42","G64z100","Read","Wallenberg syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"43","G64z.11","Read","Brainstem infarction NOS","diagnostic","88 - stroke","2014-01-30",1,"Main"
"44","G64z111","Read","Lateral medullary syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"45","G64z.12","Read","Cerebellar infarction","diagnostic","88 - stroke","2014-01-30",1,"Main"
"46","G64z200","Read","Left sided cerebral infarction","diagnostic","88 - stroke","2014-01-30",1,"Main"
"47","G64z300","Read","Right sided cerebral infarction","diagnostic","88 - stroke","2014-01-30",1,"Main"
"48","G64z400","Read","Infarction of basal ganglia","diagnostic","88 - stroke","2014-01-30",1,"Main"
"49","G65..00","Read","Transient cerebral ischaemia","diagnostic","88 - stroke","2014-01-30",1,"Main"
"50","G650.00","Read","Basilar artery syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"51","G650.11","Read","Insufficiency - basilar artery","diagnostic","88 - stroke","2014-01-30",1,"Main"
"52","G651.00","Read","Vertebral artery syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"53","G651000","Read","Vertebro-basilar artery syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"54","G65..11","Read","Drop attack","diagnostic","88 - stroke","2014-01-30",1,"Main"
"55","G65..12","Read","Transient ischaemic attack","diagnostic","88 - stroke","2014-01-30",1,"Main"
"56","G65..13","Read","Vertebro-basilar insufficiency","diagnostic","88 - stroke","2014-01-30",1,"Main"
"57","G652.00","Read","Subclavian steal syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"58","G653.00","Read","Carotid artery syndrome hemispheric","diagnostic","88 - stroke","2014-01-30",1,"Main"
"59","G654.00","Read","Multiple and bilateral precerebral artery syndromes","diagnostic","88 - stroke","2014-01-30",1,"Main"
"60","G656.00","Read","Vertebrobasilar insufficiency","diagnostic","88 - stroke","2014-01-30",1,"Main"
"61","G65y.00","Read","Other transient cerebral ischaemia","diagnostic","88 - stroke","2014-01-30",1,"Main"
"62","G65z.00","Read","Transient cerebral ischaemia NOS","diagnostic","88 - stroke","2014-01-30",1,"Main"
"63","G65z000","Read","Impending cerebral ischaemia","diagnostic","88 - stroke","2014-01-30",1,"Main"
"64","G65z100","Read","Intermittent cerebral ischaemia","diagnostic","88 - stroke","2014-01-30",1,"Main"
"65","G65zz00","Read","Transient cerebral ischaemia NOS","diagnostic","88 - stroke","2014-01-30",1,"Main"
"66","G66..00","Read","Stroke and cerebrovascular accident unspecified","diagnostic","88 - stroke","2014-01-30",1,"Main"
"67","G660.00","Read","Middle cerebral artery syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"68","G661.00","Read","Anterior cerebral artery syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"69","G66..11","Read","CVA unspecified","diagnostic","88 - stroke","2014-01-30",1,"Main"
"70","G66..12","Read","Stroke unspecified","diagnostic","88 - stroke","2014-01-30",1,"Main"
"71","G66..13","Read","CVA - Cerebrovascular accident unspecified","diagnostic","88 - stroke","2014-01-30",1,"Main"
"72","G662.00","Read","Posterior cerebral artery syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"73","G663.00","Read","Brain stem stroke syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"74","G664.00","Read","Cerebellar stroke syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"75","G665.00","Read","Pure motor lacunar syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"76","G666.00","Read","Pure sensory lacunar syndrome","diagnostic","88 - stroke","2014-01-30",1,"Main"
"77","G667.00","Read","Left sided CVA","diagnostic","88 - stroke","2014-01-30",1,"Main"
"78","G668.00","Read","Right sided CVA","diagnostic","88 - stroke","2014-01-30",1,"Main"
"79","G68X.00","Read","Sequelae of stroke;not specfd as h'morrhage or infarction","diagnostic","88 - stroke","2014-01-30",0,"Sensitivity"
"80","G6W..00","Read","Cereb infarct due unsp occlus/stenos precerebr arteries","diagnostic","88 - stroke","2014-01-30",1,"Main"
"81","G6X..00","Read","Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs","diagnostic","88 - stroke","2014-01-30",1,"Main"
"82","Gyu6200","Read","[X]Other intracerebral haemorrhage","diagnostic","88 - stroke","2014-01-30",1,"Main"
"83","Gyu6300","Read","[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs","diagnostic","88 - stroke","2014-01-30",1,"Main"
"84","Gyu6400","Read","[X]Other cerebral infarction","diagnostic","88 - stroke","2014-01-30",1,"Main"
"85","Gyu6500","Read","[X]Occlusion and stenosis of other precerebral arteries","diagnostic","88 - stroke","2014-01-30",1,"Main"
"86","Gyu6600","Read","[X]Occlusion and stenosis of other cerebral arteries","diagnostic","88 - stroke","2014-01-30",1,"Main"
"87","Gyu6C00","Read","[X]Sequelae of stroke;not specfd as h'morrhage or infarction","diagnostic","88 - stroke","2014-01-30",0,"Sensitivity"
"88","Gyu6D00","Read","[X]Sequelae/other + unspecified cerebrovascular diseases","diagnostic","88 - stroke","2014-01-30",0,"Sensitivity"
"89","Gyu6F00","Read","[X]Intracerebral haemorrhage in hemisphere; unspecified","diagnostic","88 - stroke","2014-01-30",1,"Sensitivity"
"90","Gyu6G00","Read","[X]Cereb infarct due unsp occlus/stenos precerebr arteries","diagnostic","88 - stroke","2014-01-30",1,"Main"
"91","L440.11","Read","CVA - cerebrovascular accident in the puerperium","diagnostic","88 - stroke","2014-01-30",0,"Main"
"92","L440.12","Read","Stroke in the puerperium","diagnostic","88 - stroke","2014-01-30",0,"Main"
"93","ZV12511","Read","[V]Personal history of stroke","diagnostic","88 - stroke","2014-01-30",0,"Sensitivity"
"94","ZV12512","Read","[V]Personal history of cerebrovascular accident (CVA)","diagnostic","88 - stroke","2014-01-30",0,"Sensitivity"
"95","4350AT","OXMIS","TRANSIENT ISCHAEMIC ATTACKS WITH HYPERTE","diagnostic","88 - stroke","2014-01-30",0,"Main"
"96","4359AT","OXMIS","TRANSIENT ISCHAEMIC ATTACKS","diagnostic","88 - stroke","2014-01-30",0,"Main"
"97","4360A","OXMIS","CEREBROVASCULAR ACCIDENT WITH HYPERTENSI","diagnostic","88 - stroke","2014-01-30",0,"Main"
"98","4360B","OXMIS","STROKE WITH HYPERTENSION","diagnostic","88 - stroke","2014-01-30",0,"Main"
"99","4369A","OXMIS","CVA (CEREBROVASCULAR ACCIDENT)","diagnostic","88 - stroke","2014-01-30",0,"Main"
"100","4369AL","OXMIS","CEREBROVASCULAR ACCIDENT LEFT","diagnostic","88 - stroke","2014-01-30",0,"Main"
"101","4369AR","OXMIS","CEREBROVASCULAR ACCIDENT RIGHT","diagnostic","88 - stroke","2014-01-30",0,"Main"
"102","4369B","OXMIS","STROKE","diagnostic","88 - stroke","2014-01-30",0,"Main"
"103","4369BN","OXMIS","SYNDROME STROKE","diagnostic","88 - stroke","2014-01-30",0,"Main"
"104","4389PN","OXMIS","SYNDROME POSTSTROKE","diagnostic","88 - stroke","2014-01-30",0,"Sensitivity"
"105","4389PP","OXMIS","POSTSTROKE PARALYSIS","diagnostic","88 - stroke","2014-01-30",0,"Sensitivity"
