"","code","coding_system","description","entity","list_name","upload_date","BNF_header","BNF_code","drug_substance_name"
"20",248011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4020300,NA
"21",287009,"GPRD_product_code","OXPRENOLOL tabs 20mg [ALPHAR/COX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"22",287010,"GPRD_product_code","OXPRENOLOL tabs 40mg [ALPHAR/COX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"23",287011,"GPRD_product_code","OXPRENOLOL tabs 80mg [ALPHAR/COX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"24",288009,"GPRD_product_code","OXPRENOLOL tabs 160mg [ALPHAR/COX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"25",289009,"GPRD_product_code","OXPRENOLOL tabs 20mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"26",289010,"GPRD_product_code","OXPRENOLOL tabs 40mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"27",289011,"GPRD_product_code","OXPRENOLOL tabs 80mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"28",290009,"GPRD_product_code","OXPRENOLOL tabs 160mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"29",291009,"GPRD_product_code","OXPRENOLOL tabs 20mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"30",291010,"GPRD_product_code","OXPRENOLOL tabs 40mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"31",291011,"GPRD_product_code","OXPRENOLOL tabs 80mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"32",292009,"GPRD_product_code","OXPRENOLOL tabs 160mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"33",292010,"GPRD_product_code","OXPRENOLOL SR tablets 160mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"34",293009,"GPRD_product_code","OXPRENOLOL tabs 20mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"35",293010,"GPRD_product_code","OXPRENOLOL tabs 40mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"36",293011,"GPRD_product_code","OXPRENOLOL tabs 80mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"37",294001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"38",294002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"39",294003,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"40",294009,"GPRD_product_code","OXPRENOLOL tabs 160mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"41",302001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"42",302002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"43",305001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"44",307001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080200,NA
"45",354009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"46",354010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010100,NA
"47",354011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"48",365009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010100,NA
"49",365010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010100,NA
"50",365011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"51",366009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,10020200,NA
"52",366010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010100,NA
"53",366011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"54",367009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"55",367010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"56",367011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010100,NA
"57",368009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"58",368010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,10020200,NA
"59",368011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"60",377001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"61",377002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"62",463001,"GPRD_product_code","INDERAL LA caps 160mg","drug","111 - ACE_inhibitors","2014-01-30",NA,4090300,NA
"63",466009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"64",466010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"65",467009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"66",467010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"67",498009,"GPRD_product_code","METOPROLOL tabs 50mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"68",498010,"GPRD_product_code","METOPROLOL tabs 100mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"69",499009,"GPRD_product_code","METOPROLOL TARTRATE tabs 50mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"70",499010,"GPRD_product_code","METOPROLOL TARTRATE tabs 100mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"71",538001,"GPRD_product_code","LOPRESOR SR tabs 200mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"72",539001,"GPRD_product_code","LOPRESOR tabs 50mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"73",539002,"GPRD_product_code","LOPRESOR tabs 100mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"74",540001,"GPRD_product_code","LOPRESORETIC tabs","drug","111 - ACE_inhibitors","2014-01-30",NA,2020100,NA
"75",540009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"76",540010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"77",541009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"78",541010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"79",541011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"80",542009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"81",544009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4070300,NA
"82",544010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4070300,NA
"83",545009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4070300,NA
"84",545010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"85",546009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4070300,NA
"86",546010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4070300,NA
"87",567009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"88",580009,"GPRD_product_code","PROPRANOLOL tabs 10mg [ALPHAR/COX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2030202,NA
"89",580010,"GPRD_product_code","PROPRANOLOL tabs 40mg [ALPHAR/COX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2030202,NA
"90",580011,"GPRD_product_code","PROPRANOLOL tabs 160mg [ALPHAR/COX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2030202,NA
"91",581009,"GPRD_product_code","PROPRANOLOL tabs 10mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"92",581010,"GPRD_product_code","PROPRANOLOL tabs 40mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,6020200,NA
"93",581011,"GPRD_product_code","PROPRANOLOL tabs 80mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,4070402,NA
"94",582009,"GPRD_product_code","PROPRANOLOL tabs 10mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,4090300,NA
"95",582010,"GPRD_product_code","PROPRANOLOL tabs 40mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,6020200,NA
"96",582011,"GPRD_product_code","PROPRANOLOL tabs 80mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,6020200,NA
"97",616001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4090300,NA
"98",616002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"99",629009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"100",629010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"101",676009,"GPRD_product_code","PROPRANOLOL tabs 160mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,2030202,NA
"102",677009,"GPRD_product_code","PROPRANOLOL tabs 160mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2030202,NA
"103",677010,"GPRD_product_code","PROPRANOLOL SR cap 160mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,6020200,NA
"104",721009,"GPRD_product_code","ATENOLOL tabs 50mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"105",721010,"GPRD_product_code","ATENOLOL tabs 100mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"106",721011,"GPRD_product_code","ATENOLOL tabs 25mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"107",722009,"GPRD_product_code","ATENOLOL tabs 50mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"108",722010,"GPRD_product_code","ATENOLOL tabs 100mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"109",764009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"110",764010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"111",764011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"112",823001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"113",823002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"114",830009,"GPRD_product_code","ATENOLOL tabs 50mg [SANDOZ]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"115",830010,"GPRD_product_code","ATENOLOL tabs 100mg [SANDOZ]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"116",830011,"GPRD_product_code","ATENOLOL tabs 25mg [SANDOZ]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"117",831009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"118",831010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"119",848001,"GPRD_product_code","SECADREX tabs","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"120",867001,"GPRD_product_code","SLOW TRASICOR sr tab 160mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"121",875009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"122",875010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"123",875011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"124",877009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4070300,NA
"125",877010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4070300,NA
"126",878009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4070300,NA
"127",878010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4070300,NA
"128",880001,"GPRD_product_code","SOTACOR tabs 80mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2030201,NA
"129",880002,"GPRD_product_code","SOTACOR tabs 160mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2030201,NA
"130",880003,"GPRD_product_code","SOTACOR inj 2mg/ml","drug","111 - ACE_inhibitors","2014-01-30",NA,2030201,NA
"131",881001,"GPRD_product_code","SOTAZIDE tabs","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"132",889009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"133",909009,"GPRD_product_code","PROPRANOLOL tabs 40mg [BERK]","drug","111 - ACE_inhibitors","2014-01-30",NA,6020200,NA
"134",909010,"GPRD_product_code","PROPRANOLOL tabs 10mg [BERK]","drug","111 - ACE_inhibitors","2014-01-30",NA,4090300,NA
"135",909011,"GPRD_product_code","PROPRANOLOL tabs 80mg [BERK]","drug","111 - ACE_inhibitors","2014-01-30",NA,2030202,NA
"136",910009,"GPRD_product_code","PROPRANOLOL tabs 10mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,6020200,NA
"137",910010,"GPRD_product_code","PROPRANOLOL tabs 40mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,4090300,NA
"138",910011,"GPRD_product_code","PROPRANOLOL tabs 80mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,6020200,NA
"139",911009,"GPRD_product_code","PROPRANOLOL tabs 160mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,4090300,NA
"140",911010,"GPRD_product_code","PROPRANOLOL SR cap 160mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"141",911011,"GPRD_product_code","PROPRANOLOL SR cap 80mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"142",931001,"GPRD_product_code","TENORET 50 tabs","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"143",932001,"GPRD_product_code","TENORMIN tabs 100mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"144",932002,"GPRD_product_code","TENORMIN sf syrp 25mg/5ml","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"145",932003,"GPRD_product_code","TENORMIN inj 5mg/10ml","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"146",954001,"GPRD_product_code","TIMOPTOL eye drp 0.25%","drug","111 - ACE_inhibitors","2014-01-30",NA,11060300,NA
"147",954002,"GPRD_product_code","TIMOPTOL eye drp 0.5%","drug","111 - ACE_inhibitors","2014-01-30",NA,11060300,NA
"148",968001,"GPRD_product_code","TRASIDREX tabs","drug","111 - ACE_inhibitors","2014-01-30",NA,2020100,NA
"149",1000001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"150",1001001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"151",1001002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010100,NA
"152",1002001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"153",1003001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"154",1003002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"155",1003003,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"156",1004001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"157",1004002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"158",1008001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"159",1010001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"160",1010002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4070300,NA
"161",1036001,"GPRD_product_code","VISKALDIX tabs 10mg + 5mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"162",1038001,"GPRD_product_code","VISKEN tabs 5mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"163",1038002,"GPRD_product_code","VISKEN tabs 15mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"164",1050001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"165",1050002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"166",1062001,"GPRD_product_code","METOPROLOL TARTRATE inj 1mg/ml","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"167",1070009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"168",1070010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"169",1070011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"170",1071001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,2020700,NA
"171",1148001,"GPRD_product_code","SECTRAL caps 100mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"172",1148002,"GPRD_product_code","SECTRAL caps 200mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"173",1148003,"GPRD_product_code","SECTRAL tabs 400mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"174",1183001,"GPRD_product_code","PRESTIM tabs","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"175",1200009,"GPRD_product_code","ATENOLOL tabs 50mg [BERK]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"176",1200010,"GPRD_product_code","ATENOLOL tabs 100mg [BERK]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"177",1201009,"GPRD_product_code","ATENOLOL tabs 50mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"178",1201010,"GPRD_product_code","ATENOLOL tabs 100mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"179",1201011,"GPRD_product_code","ATENOLOL tabs 25mg [CP PHARM]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"180",1235009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,99000000,NA
"181",1260009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,99000000,NA
"182",1269001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"183",1297001,"GPRD_product_code","HALF-INDERAL LA caps 80mg","drug","111 - ACE_inhibitors","2014-01-30",NA,4090300,NA
"184",1311009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"185",1319009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"186",1319010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"187",1319011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010100,NA
"188",1323009,"GPRD_product_code","PROPRANOLOL tabs 10mg [APS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2030202,NA
"189",1323010,"GPRD_product_code","PROPRANOLOL tabs 40mg [APS]","drug","111 - ACE_inhibitors","2014-01-30",NA,6020200,NA
"190",1323011,"GPRD_product_code","PROPRANOLOL tabs 80mg [APS]","drug","111 - ACE_inhibitors","2014-01-30",NA,4090300,NA
"191",1341001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"192",1344009,"GPRD_product_code","OXPRENOLOL tabs 40mg [APS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"193",1344010,"GPRD_product_code","OXPRENOLOL tabs 20mg [APS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"194",1344011,"GPRD_product_code","OXPRENOLOL tabs 80mg [APS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"195",1349009,"GPRD_product_code","METOPROLOL tabs 50mg [BERK]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"196",1349010,"GPRD_product_code","METOPROLOL tabs 100mg [BERK]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"197",1350009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010100,NA
"198",1350010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,10020200,NA
"199",1350011,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080200,NA
"200",1351009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"201",1363009,"GPRD_product_code","CO-TENIDONE tabs 50mg+12.5mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2020100,NA
"202",1363010,"GPRD_product_code","CO-TENIDONE tabs 100mg+25mg [HILLCROSS]","drug","111 - ACE_inhibitors","2014-01-30",NA,2020100,NA
"203",1395001,"GPRD_product_code","BETALOC IV inj 1mg/ml","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"204",1396001,"GPRD_product_code","BETALOC SA DURULE 200mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"205",1399001,"GPRD_product_code","CO-BETALOC SA tabs 200mg + 25mg","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"206",1408009,"GPRD_product_code","ATENOLOL tabs 100mg [TEVA]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"207",1408010,"GPRD_product_code","ATENOLOL tabs 50mg [TEVA]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"208",1408011,"GPRD_product_code","ATENOLOL tabs 25mg [TEVA]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"209",1429009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010100,NA
"210",1429010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080300,NA
"211",1449001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"212",1449002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,15010401,NA
"213",1482001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"214",1498009,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"215",1498010,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4010200,NA
"216",1516009,"GPRD_product_code","METOPROLOL tabs 50mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"217",1516010,"GPRD_product_code","METOPROLOL tabs 100mg [CELLTECH]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"218",1517009,"GPRD_product_code","METOPROLOL tabs 50mg [IVAX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"219",1517010,"GPRD_product_code","METOPROLOL tabs 100mg [IVAX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
"220",1523001,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"221",1523002,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"222",1523003,"GPRD_product_code",NA,"drug","111 - ACE_inhibitors","2014-01-30",NA,4080100,NA
"223",1548009,"GPRD_product_code","PROPRANOLOL tabs 80mg [ALPHAR/COX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2030202,NA
"224",1548010,"GPRD_product_code","PROPRANOLOL sr cap 80mg [ALPHAR/COX]","drug","111 - ACE_inhibitors","2014-01-30",NA,2040000,NA
