"","code","coding_system","description","entity","list_name","upload_date","notes"
"57","F257.00","Read","Kojevnikov's epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"58","F258.00","Read","Post-ictal state","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"59","F259.00","Read","Early infant epileptic encephalopathy wth suppression bursts","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"60","F259.11","Read","Ohtahara syndrome","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"61","F25A.00","Read","Juvenile myoclonic epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"62","F25B.00","Read","Alcohol-induced epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"63","F25C.00","Read","Drug-induced epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"64","F25D.00","Read","Menstrual epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"65","F25E.00","Read","Stress-induced epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"66","F25F.00","Read","Photosensitive epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"67","F25X.00","Read","Status epilepticus; unspecified","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"68","F25y.00","Read","Other forms of epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"69","F25y000","Read","Cursive (running) epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"70","F25y100","Read","Gelastic epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"71","F25y200","Read","Locl-rlt(foc)(part)idiop epilep&epilptic syn seiz locl onset","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"72","F25y300","Read","Complex partial status epilepticus","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"73","F25y400","Read","Benign Rolandic epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"74","F25y500","Read","Panayiotopoulos syndrome","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"75","F25yz00","Read","Other forms of epilepsy NOS","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"76","F25z.00","Read","Epilepsy NOS","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
"77","SC20000","Read","Traumatic epilepsy","diagnostic","10 - Epilepsy","2013-10-31","Required - diagnostic code"
