"","code","coding_system","description","entity","list_name","upload_date","notes"
"77","G33z500","Read","Post infarct angina","diagnostic","7 - CHD","2013-10-31","included"
"78","G33z600","Read","New onset angina","diagnostic","7 - CHD","2013-10-31","included"
"79","G33z700","Read","Stable angina","diagnostic","7 - CHD","2013-10-31","included"
"80","G33zz00","Read","Angina pectoris NOS","diagnostic","7 - CHD","2013-10-31","included"
"81","G34..00","Read","Other chronic ischaemic heart disease","diagnostic","7 - CHD","2013-10-31","included"
"82","G340.00","Read","Coronary atherosclerosis","diagnostic","7 - CHD","2013-10-31","included"
"83","G340000","Read","Single coronary vessel disease","diagnostic","7 - CHD","2013-10-31","included"
"84","G340100","Read","Double coronary vessel disease","diagnostic","7 - CHD","2013-10-31","included"
"85","G340.11","Read","Triple vessel disease of the heart","diagnostic","7 - CHD","2013-10-31","included"
"86","G340.12","Read","Coronary artery disease","diagnostic","7 - CHD","2013-10-31","included"
"87","G342.00","Read","Atherosclerotic cardiovascular disease","diagnostic","7 - CHD","2013-10-31","included"
"88","G343.00","Read","Ischaemic cardiomyopathy","diagnostic","7 - CHD","2013-10-31","included"
"89","G344.00","Read","Silent myocardial ischaemia","diagnostic","7 - CHD","2013-10-31","included"
"90","G34y.00","Read","Other specified chronic ischaemic heart disease","diagnostic","7 - CHD","2013-10-31","included"
"91","G34y000","Read","Chronic coronary insufficiency","diagnostic","7 - CHD","2013-10-31","included"
"92","G34y100","Read","Chronic myocardial ischaemia","diagnostic","7 - CHD","2013-10-31","included"
"93","G34yz00","Read","Other specified chronic ischaemic heart disease NOS","diagnostic","7 - CHD","2013-10-31","included"
"94","G34z.00","Read","Other chronic ischaemic heart disease NOS","diagnostic","7 - CHD","2013-10-31","included"
"95","G34z000","Read","Asymptomatic coronary heart disease","diagnostic","7 - CHD","2013-10-31","included"
"96","G35..00","Read","Subsequent myocardial infarction","diagnostic","7 - CHD","2013-10-31","included"
"97","G350.00","Read","Subsequent myocardial infarction of anterior wall","diagnostic","7 - CHD","2013-10-31","included"
"98","G351.00","Read","Subsequent myocardial infarction of inferior wall","diagnostic","7 - CHD","2013-10-31","included"
"99","G353.00","Read","Subsequent myocardial infarction of other sites","diagnostic","7 - CHD","2013-10-31","included"
"100","G35X.00","Read","Subsequent myocardial infarction of unspecified site","diagnostic","7 - CHD","2013-10-31","included"
"101","G36..00","Read","Certain current complication follow acute myocardial infarct","diagnostic","7 - CHD","2013-10-31","included"
"102","G360.00","Read","Haemopericardium/current comp folow acut myocard infarct","diagnostic","7 - CHD","2013-10-31","included"
"103","G361.00","Read","Atrial septal defect/curr comp folow acut myocardal infarct","diagnostic","7 - CHD","2013-10-31","included"
"104","G362.00","Read","Ventric septal defect/curr comp fol acut myocardal infarctn","diagnostic","7 - CHD","2013-10-31","included"
"105","G363.00","Read","Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI","diagnostic","7 - CHD","2013-10-31","included"
"106","G364.00","Read","Ruptur chordae tendinae/curr comp fol acute myocard infarct","diagnostic","7 - CHD","2013-10-31","included"
"107","G365.00","Read","Rupture papillary muscle/curr comp fol acute myocard infarct","diagnostic","7 - CHD","2013-10-31","included"
"108","G366.00","Read","Thrombosis atrium;auric append&vent/curr comp foll acute MI","diagnostic","7 - CHD","2013-10-31","included"
"109","G38..00","Read","Postoperative myocardial infarction","diagnostic","7 - CHD","2013-10-31","included"
"110","G380.00","Read","Postoperative transmural myocardial infarction anterior wall","diagnostic","7 - CHD","2013-10-31","included"
"111","G381.00","Read","Postoperative transmural myocardial infarction inferior wall","diagnostic","7 - CHD","2013-10-31","included"
"112","G384.00","Read","Postoperative subendocardial myocardial infarction","diagnostic","7 - CHD","2013-10-31","included"
"113","G38z.00","Read","Postoperative myocardial infarction; unspecified","diagnostic","7 - CHD","2013-10-31","included"
"114","G3y..00","Read","Other specified ischaemic heart disease","diagnostic","7 - CHD","2013-10-31","included"
"115","G3z..00","Read","Ischaemic heart disease NOS","diagnostic","7 - CHD","2013-10-31","included"
