"","code","coding_system","description","entity","list_name","upload_date","notes"
"50","B01y.00","Read","Malignant neoplasm of other sites of tongue","diagnostic","6 - Cancer","2013-10-31","required"
"51","B01z.00","Read","Malignant neoplasm of tongue NOS","diagnostic","6 - Cancer","2013-10-31","required"
"52","B02..00","Read","Malignant neoplasm of major salivary glands","diagnostic","6 - Cancer","2013-10-31","required"
"53","B020.00","Read","Malignant neoplasm of parotid gland","diagnostic","6 - Cancer","2013-10-31","required"
"54","B021.00","Read","Malignant neoplasm of submandibular gland","diagnostic","6 - Cancer","2013-10-31","required"
"55","B022.00","Read","Malignant neoplasm of sublingual gland","diagnostic","6 - Cancer","2013-10-31","required"
"56","B02y.00","Read","Malignant neoplasm of other major salivary glands","diagnostic","6 - Cancer","2013-10-31","required"
"57","B02z.00","Read","Malignant neoplasm of major salivary gland NOS","diagnostic","6 - Cancer","2013-10-31","required"
"58","B03..00","Read","Malignant neoplasm of gum","diagnostic","6 - Cancer","2013-10-31","required"
"59","B030.00","Read","Malignant neoplasm of upper gum","diagnostic","6 - Cancer","2013-10-31","required"
"60","B031.00","Read","Malignant neoplasm of lower gum","diagnostic","6 - Cancer","2013-10-31","required"
"61","B03y.00","Read","Malignant neoplasm of other sites of gum","diagnostic","6 - Cancer","2013-10-31","required"
"62","B03z.00","Read","Malignant neoplasm of gum NOS","diagnostic","6 - Cancer","2013-10-31","required"
"63","B04..00","Read","Malignant neoplasm of floor of mouth","diagnostic","6 - Cancer","2013-10-31","required"
"64","B040.00","Read","Malignant neoplasm of anterior portion of floor of mouth","diagnostic","6 - Cancer","2013-10-31","required"
"65","B041.00","Read","Malignant neoplasm of lateral portion of floor of mouth","diagnostic","6 - Cancer","2013-10-31","required"
"66","B042.00","Read","Malignant neoplasm; overlapping lesion of floor of mouth","diagnostic","6 - Cancer","2013-10-31","required"
"67","B04y.00","Read","Malignant neoplasm of other sites of floor of mouth","diagnostic","6 - Cancer","2013-10-31","required"
"68","B04z.00","Read","Malignant neoplasm of floor of mouth NOS","diagnostic","6 - Cancer","2013-10-31","required"
"69","B05..00","Read","Malignant neoplasm of other and unspecified parts of mouth","diagnostic","6 - Cancer","2013-10-31","required"
"70","B050.00","Read","Malignant neoplasm of cheek mucosa","diagnostic","6 - Cancer","2013-10-31","required"
"71","B050.11","Read","Malignant neoplasm of buccal mucosa","diagnostic","6 - Cancer","2013-10-31","required"
"72","B051.00","Read","Malignant neoplasm of vestibule of mouth","diagnostic","6 - Cancer","2013-10-31","required"
"73","B051000","Read","Malignant neoplasm of upper buccal sulcus","diagnostic","6 - Cancer","2013-10-31","required"
"74","B051100","Read","Malignant neoplasm of lower buccal sulcus","diagnostic","6 - Cancer","2013-10-31","required"
"75","B052.00","Read","Malignant neoplasm of hard palate","diagnostic","6 - Cancer","2013-10-31","required"
"76","B053.00","Read","Malignant neoplasm of soft palate","diagnostic","6 - Cancer","2013-10-31","required"
"77","B054.00","Read","Malignant neoplasm of uvula","diagnostic","6 - Cancer","2013-10-31","required"
"78","B055.00","Read","Malignant neoplasm of palate unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"79","B055000","Read","Malignant neoplasm of junction of hard and soft palate","diagnostic","6 - Cancer","2013-10-31","required"
"80","B055100","Read","Malignant neoplasm of roof of mouth","diagnostic","6 - Cancer","2013-10-31","required"
"81","B055z00","Read","Malignant neoplasm of palate NOS","diagnostic","6 - Cancer","2013-10-31","required"
"82","B056.00","Read","Malignant neoplasm of retromolar area","diagnostic","6 - Cancer","2013-10-31","required"
"83","B057.00","Read","Overlapping lesion of other and unspecified parts of mouth","diagnostic","6 - Cancer","2013-10-31","required"
"84","B05y.00","Read","Malignant neoplasm of other specified mouth parts","diagnostic","6 - Cancer","2013-10-31","required"
"85","B05z.00","Read","Malignant neoplasm of mouth NOS","diagnostic","6 - Cancer","2013-10-31","required"
"86","B05z000","Read","Kaposi's sarcoma of palate","diagnostic","6 - Cancer","2013-10-31","required"
"87","B06..00","Read","Malignant neoplasm of oropharynx","diagnostic","6 - Cancer","2013-10-31","required"
"88","B060.00","Read","Malignant neoplasm of tonsil","diagnostic","6 - Cancer","2013-10-31","required"
"89","B060000","Read","Malignant neoplasm of faucial tonsil","diagnostic","6 - Cancer","2013-10-31","required"
"90","B060100","Read","Malignant neoplasm of palatine tonsil","diagnostic","6 - Cancer","2013-10-31","required"
"91","B060200","Read","Malignant neoplasm of overlapping lesion of tonsil","diagnostic","6 - Cancer","2013-10-31","required"
"92","B060z00","Read","Malignant neoplasm tonsil NOS","diagnostic","6 - Cancer","2013-10-31","required"
"93","B061.00","Read","Malignant neoplasm of tonsillar fossa","diagnostic","6 - Cancer","2013-10-31","required"
"94","B062.00","Read","Malignant neoplasm of tonsillar pillar","diagnostic","6 - Cancer","2013-10-31","required"
"95","B062000","Read","Malignant neoplasm of faucial pillar","diagnostic","6 - Cancer","2013-10-31","required"
"96","B062100","Read","Malignant neoplasm of glossopalatine fold","diagnostic","6 - Cancer","2013-10-31","required"
"97","B062200","Read","Malignant neoplasm of palatoglossal arch","diagnostic","6 - Cancer","2013-10-31","required"
"98","B062300","Read","Malignant neoplasm of palatopharyngeal arch","diagnostic","6 - Cancer","2013-10-31","required"
"99","B062z00","Read","Malignant neoplasm of tonsillar fossa NOS","diagnostic","6 - Cancer","2013-10-31","required"
"100","B063.00","Read","Malignant neoplasm of vallecula","diagnostic","6 - Cancer","2013-10-31","required"
"101","B064.00","Read","Malignant neoplasm of anterior epiglottis","diagnostic","6 - Cancer","2013-10-31","required"
"102","B064000","Read","Malignant neoplasm of epiglottis; free border","diagnostic","6 - Cancer","2013-10-31","required"
"103","B064100","Read","Malignant neoplasm of glossoepiglottic fold","diagnostic","6 - Cancer","2013-10-31","required"
"104","B064z00","Read","Malignant neoplasm of anterior epiglottis NOS","diagnostic","6 - Cancer","2013-10-31","required"
"105","B065.00","Read","Malignant neoplasm of junctional region of epiglottis","diagnostic","6 - Cancer","2013-10-31","required"
"106","B066.00","Read","Malignant neoplasm of lateral wall of oropharynx","diagnostic","6 - Cancer","2013-10-31","required"
"107","B067.00","Read","Malignant neoplasm of posterior wall of oropharynx","diagnostic","6 - Cancer","2013-10-31","required"
"108","B06y.00","Read","Malignant neoplasm of oropharynx; other specified sites","diagnostic","6 - Cancer","2013-10-31","required"
"109","B06yz00","Read","Malignant neoplasm of other specified site of oropharynx NOS","diagnostic","6 - Cancer","2013-10-31","required"
"110","B06z.00","Read","Malignant neoplasm of oropharynx NOS","diagnostic","6 - Cancer","2013-10-31","required"
"111","B07..00","Read","Malignant neoplasm of nasopharynx","diagnostic","6 - Cancer","2013-10-31","required"
"112","B070.00","Read","Malignant neoplasm of roof of nasopharynx","diagnostic","6 - Cancer","2013-10-31","required"
"113","B071.00","Read","Malignant neoplasm of posterior wall of nasopharynx","diagnostic","6 - Cancer","2013-10-31","required"
"114","B071000","Read","Malignant neoplasm of adenoid","diagnostic","6 - Cancer","2013-10-31","required"
"115","B071100","Read","Malignant neoplasm of pharyngeal tonsil","diagnostic","6 - Cancer","2013-10-31","required"
"116","B071z00","Read","Malignant neoplasm of posterior wall of nasopharynx NOS","diagnostic","6 - Cancer","2013-10-31","required"
"117","B072.00","Read","Malignant neoplasm of lateral wall of nasopharynx","diagnostic","6 - Cancer","2013-10-31","required"
"118","B072000","Read","Malignant neoplasm of pharyngeal recess","diagnostic","6 - Cancer","2013-10-31","required"
"119","B072z00","Read","Malignant neoplasm of lateral wall of nasopharynx NOS","diagnostic","6 - Cancer","2013-10-31","required"
"120","B073.00","Read","Malignant neoplasm of anterior wall of nasopharynx","diagnostic","6 - Cancer","2013-10-31","required"
"121","B073200","Read","Malignant neoplasm posterior margin nasal septum and choanae","diagnostic","6 - Cancer","2013-10-31","required"
"122","B073z00","Read","Malignant neoplasm of anterior wall of nasopharynx NOS","diagnostic","6 - Cancer","2013-10-31","required"
"123","B074.00","Read","Malignant neoplasm; overlapping lesion of nasopharynx","diagnostic","6 - Cancer","2013-10-31","required"
"124","B07y.00","Read","Malignant neoplasm of other specified site of nasopharynx","diagnostic","6 - Cancer","2013-10-31","required"
"125","B07z.00","Read","Malignant neoplasm of nasopharynx NOS","diagnostic","6 - Cancer","2013-10-31","required"
"126","B08..00","Read","Malignant neoplasm of hypopharynx","diagnostic","6 - Cancer","2013-10-31","required"
"127","B080.00","Read","Malignant neoplasm of postcricoid region","diagnostic","6 - Cancer","2013-10-31","required"
"128","B081.00","Read","Malignant neoplasm of pyriform sinus","diagnostic","6 - Cancer","2013-10-31","required"
"129","B082.00","Read","Malignant neoplasm aryepiglottic fold; hypopharyngeal aspect","diagnostic","6 - Cancer","2013-10-31","required"
"130","B083.00","Read","Malignant neoplasm of posterior pharynx","diagnostic","6 - Cancer","2013-10-31","required"
"131","B08y.00","Read","Malignant neoplasm of other specified hypopharyngeal site","diagnostic","6 - Cancer","2013-10-31","required"
"132","B08z.00","Read","Malignant neoplasm of hypopharynx NOS","diagnostic","6 - Cancer","2013-10-31","required"
"133","B0z..00","Read","Malig neop other/ill-defined sites lip; oral cavity; pharynx","diagnostic","6 - Cancer","2013-10-31","required"
"134","B0z0.00","Read","Malignant neoplasm of pharynx unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"135","B0z1.00","Read","Malignant neoplasm of Waldeyer's ring","diagnostic","6 - Cancer","2013-10-31","required"
"136","B0z2.00","Read","Malignant neoplasm of laryngopharynx","diagnostic","6 - Cancer","2013-10-31","required"
"137","B0zy.00","Read","Malignant neoplasm of other sites lip; oral cavity; pharynx","diagnostic","6 - Cancer","2013-10-31","required"
"138","B0zz.00","Read","Malignant neoplasm of lip; oral cavity and pharynx NOS","diagnostic","6 - Cancer","2013-10-31","required"
"139","B1...00","Read","Malignant neoplasm of digestive organs and peritoneum","diagnostic","6 - Cancer","2013-10-31","required"
"140","B10..00","Read","Malignant neoplasm of oesophagus","diagnostic","6 - Cancer","2013-10-31","required"
"141","B100.00","Read","Malignant neoplasm of cervical oesophagus","diagnostic","6 - Cancer","2013-10-31","required"
"142","B101.00","Read","Malignant neoplasm of thoracic oesophagus","diagnostic","6 - Cancer","2013-10-31","required"
"143","B102.00","Read","Malignant neoplasm of abdominal oesophagus","diagnostic","6 - Cancer","2013-10-31","required"
"144","B103.00","Read","Malignant neoplasm of upper third of oesophagus","diagnostic","6 - Cancer","2013-10-31","required"
"145","B104.00","Read","Malignant neoplasm of middle third of oesophagus","diagnostic","6 - Cancer","2013-10-31","required"
"146","B105.00","Read","Malignant neoplasm of lower third of oesophagus","diagnostic","6 - Cancer","2013-10-31","required"
"147","B106.00","Read","Malignant neoplasm; overlapping lesion of oesophagus","diagnostic","6 - Cancer","2013-10-31","required"
"148","B107.00","Read","Siewert type I adenocarcinoma","diagnostic","6 - Cancer","2013-10-31","required"
"149","B10y.00","Read","Malignant neoplasm of other specified part of oesophagus","diagnostic","6 - Cancer","2013-10-31","required"
"150","B10z.00","Read","Malignant neoplasm of oesophagus NOS","diagnostic","6 - Cancer","2013-10-31","required"
"151","B10z.11","Read","Oesophageal cancer","diagnostic","6 - Cancer","2013-10-31","required"
"152","B11..00","Read","Malignant neoplasm of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"153","B110.00","Read","Malignant neoplasm of cardia of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"154","B110000","Read","Malignant neoplasm of cardiac orifice of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"155","B110100","Read","Malignant neoplasm of cardio-oesophageal junction of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"156","B110111","Read","Malignant neoplasm of gastro-oesophageal junction","diagnostic","6 - Cancer","2013-10-31","required"
"157","B110z00","Read","Malignant neoplasm of cardia of stomach NOS","diagnostic","6 - Cancer","2013-10-31","required"
"158","B1...11","Read","Carcinoma of digestive organs and peritoneum","diagnostic","6 - Cancer","2013-10-31","required"
"159","B111.00","Read","Malignant neoplasm of pylorus of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"160","B111000","Read","Malignant neoplasm of prepylorus of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"161","B11..11","Read","Gastric neoplasm","diagnostic","6 - Cancer","2013-10-31","required"
"162","B111100","Read","Malignant neoplasm of pyloric canal of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"163","B111z00","Read","Malignant neoplasm of pylorus of stomach NOS","diagnostic","6 - Cancer","2013-10-31","required"
"164","B112.00","Read","Malignant neoplasm of pyloric antrum of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"165","B113.00","Read","Malignant neoplasm of fundus of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"166","B114.00","Read","Malignant neoplasm of body of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"167","B115.00","Read","Malignant neoplasm of lesser curve of stomach unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"168","B116.00","Read","Malignant neoplasm of greater curve of stomach unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"169","B117.00","Read","Malignant neoplasm; overlapping lesion of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"170","B118.00","Read","Siewert type II adenocarcinoma","diagnostic","6 - Cancer","2013-10-31","required"
"171","B119.00","Read","Siewert type III adenocarcinoma","diagnostic","6 - Cancer","2013-10-31","required"
"172","B11y.00","Read","Malignant neoplasm of other specified site of stomach","diagnostic","6 - Cancer","2013-10-31","required"
"173","B11y000","Read","Malignant neoplasm of anterior wall of stomach NEC","diagnostic","6 - Cancer","2013-10-31","required"
"174","B11y100","Read","Malignant neoplasm of posterior wall of stomach NEC","diagnostic","6 - Cancer","2013-10-31","required"
"175","B11yz00","Read","Malignant neoplasm of other specified site of stomach NOS","diagnostic","6 - Cancer","2013-10-31","required"
"176","B11z.00","Read","Malignant neoplasm of stomach NOS","diagnostic","6 - Cancer","2013-10-31","required"
"177","B12..00","Read","Malignant neoplasm of small intestine and duodenum","diagnostic","6 - Cancer","2013-10-31","required"
"178","B120.00","Read","Malignant neoplasm of duodenum","diagnostic","6 - Cancer","2013-10-31","required"
"179","B121.00","Read","Malignant neoplasm of jejunum","diagnostic","6 - Cancer","2013-10-31","required"
"180","B122.00","Read","Malignant neoplasm of ileum","diagnostic","6 - Cancer","2013-10-31","required"
"181","B123.00","Read","Malignant neoplasm of Meckel's diverticulum","diagnostic","6 - Cancer","2013-10-31","required"
"182","B124.00","Read","Malignant neoplasm; overlapping lesion of small intestine","diagnostic","6 - Cancer","2013-10-31","required"
"183","B12y.00","Read","Malignant neoplasm of other specified site small intestine","diagnostic","6 - Cancer","2013-10-31","required"
"184","B12z.00","Read","Malignant neoplasm of small intestine NOS","diagnostic","6 - Cancer","2013-10-31","required"
"185","B13..00","Read","Malignant neoplasm of colon","diagnostic","6 - Cancer","2013-10-31","required"
"186","B130.00","Read","Malignant neoplasm of hepatic flexure of colon","diagnostic","6 - Cancer","2013-10-31","required"
"187","B131.00","Read","Malignant neoplasm of transverse colon","diagnostic","6 - Cancer","2013-10-31","required"
"188","B132.00","Read","Malignant neoplasm of descending colon","diagnostic","6 - Cancer","2013-10-31","required"
"189","B133.00","Read","Malignant neoplasm of sigmoid colon","diagnostic","6 - Cancer","2013-10-31","required"
"190","B134.00","Read","Malignant neoplasm of caecum","diagnostic","6 - Cancer","2013-10-31","required"
"191","B134.11","Read","Carcinoma of caecum","diagnostic","6 - Cancer","2013-10-31","required"
"192","B135.00","Read","Malignant neoplasm of appendix","diagnostic","6 - Cancer","2013-10-31","required"
"193","B136.00","Read","Malignant neoplasm of ascending colon","diagnostic","6 - Cancer","2013-10-31","required"
"194","B137.00","Read","Malignant neoplasm of splenic flexure of colon","diagnostic","6 - Cancer","2013-10-31","required"
"195","B138.00","Read","Malignant neoplasm; overlapping lesion of colon","diagnostic","6 - Cancer","2013-10-31","required"
"196","B139.00","Read","Hereditary nonpolyposis colon cancer","diagnostic","6 - Cancer","2013-10-31","required"
"197","B13y.00","Read","Malignant neoplasm of other specified sites of colon","diagnostic","6 - Cancer","2013-10-31","required"
"198","B13z.00","Read","Malignant neoplasm of colon NOS","diagnostic","6 - Cancer","2013-10-31","required"
"199","B13z.11","Read","Colonic cancer","diagnostic","6 - Cancer","2013-10-31","required"
"200","B14..00","Read","Malignant neoplasm of rectum; rectosigmoid junction and anus","diagnostic","6 - Cancer","2013-10-31","required"
"201","B140.00","Read","Malignant neoplasm of rectosigmoid junction","diagnostic","6 - Cancer","2013-10-31","required"
"202","B141.00","Read","Malignant neoplasm of rectum","diagnostic","6 - Cancer","2013-10-31","required"
"203","B141.11","Read","Carcinoma of rectum","diagnostic","6 - Cancer","2013-10-31","required"
"204","B141.12","Read","Rectal carcinoma","diagnostic","6 - Cancer","2013-10-31","required"
"205","B142.00","Read","Malignant neoplasm of anal canal","diagnostic","6 - Cancer","2013-10-31","required"
"206","B142000","Read","Malignant neoplasm of cloacogenic zone","diagnostic","6 - Cancer","2013-10-31","required"
"207","B142.11","Read","Anal carcinoma","diagnostic","6 - Cancer","2013-10-31","required"
"208","B143.00","Read","Malignant neoplasm of anus unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"209","B14y.00","Read","Malig neop other site rectum; rectosigmoid junction and anus","diagnostic","6 - Cancer","2013-10-31","required"
"210","B14z.00","Read","Malignant neoplasm rectum;rectosigmoid junction and anus NOS","diagnostic","6 - Cancer","2013-10-31","required"
"211","B15..00","Read","Malignant neoplasm of liver and intrahepatic bile ducts","diagnostic","6 - Cancer","2013-10-31","required"
"212","B150.00","Read","Primary malignant neoplasm of liver","diagnostic","6 - Cancer","2013-10-31","required"
"213","B150000","Read","Primary carcinoma of liver","diagnostic","6 - Cancer","2013-10-31","required"
"214","B150100","Read","Hepatoblastoma of liver","diagnostic","6 - Cancer","2013-10-31","required"
"215","B150200","Read","Primary angiosarcoma of liver","diagnostic","6 - Cancer","2013-10-31","required"
"216","B150300","Read","Hepatocellular carcinoma","diagnostic","6 - Cancer","2013-10-31","required"
"217","B150z00","Read","Primary malignant neoplasm of liver NOS","diagnostic","6 - Cancer","2013-10-31","required"
"218","B151.00","Read","Malignant neoplasm of intrahepatic bile ducts","diagnostic","6 - Cancer","2013-10-31","required"
"219","B151000","Read","Malignant neoplasm of interlobular bile ducts","diagnostic","6 - Cancer","2013-10-31","required"
"220","B151200","Read","Malignant neoplasm of intrahepatic biliary passages","diagnostic","6 - Cancer","2013-10-31","required"
"221","B151400","Read","Malignant neoplasm of intrahepatic gall duct","diagnostic","6 - Cancer","2013-10-31","required"
"222","B151z00","Read","Malignant neoplasm of intrahepatic bile ducts NOS","diagnostic","6 - Cancer","2013-10-31","required"
"223","B152.00","Read","Malignant neoplasm of liver unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"224","B153.00","Read","Secondary malignant neoplasm of liver","diagnostic","6 - Cancer","2013-10-31","required"
"225","B15z.00","Read","Malignant neoplasm of liver and intrahepatic bile ducts NOS","diagnostic","6 - Cancer","2013-10-31","required"
"226","B16..00","Read","Malignant neoplasm gallbladder and extrahepatic bile ducts","diagnostic","6 - Cancer","2013-10-31","required"
"227","B160.00","Read","Malignant neoplasm of gallbladder","diagnostic","6 - Cancer","2013-10-31","required"
"228","B160.11","Read","Carcinoma gallbladder","diagnostic","6 - Cancer","2013-10-31","required"
"229","B161.00","Read","Malignant neoplasm of extrahepatic bile ducts","diagnostic","6 - Cancer","2013-10-31","required"
"230","B161000","Read","Malignant neoplasm of cystic duct","diagnostic","6 - Cancer","2013-10-31","required"
"231","B161100","Read","Malignant neoplasm of hepatic duct","diagnostic","6 - Cancer","2013-10-31","required"
"232","B161200","Read","Malignant neoplasm of common bile duct","diagnostic","6 - Cancer","2013-10-31","required"
"233","B161211","Read","Carcinoma common bile duct","diagnostic","6 - Cancer","2013-10-31","required"
"234","B161z00","Read","Malignant neoplasm of extrahepatic bile ducts NOS","diagnostic","6 - Cancer","2013-10-31","required"
"235","B162.00","Read","Malignant neoplasm of ampulla of Vater","diagnostic","6 - Cancer","2013-10-31","required"
"236","B163.00","Read","Malignant neoplasm; overlapping lesion of biliary tract","diagnostic","6 - Cancer","2013-10-31","required"
"237","B16y.00","Read","Malignant neoplasm other gallbladder/extrahepatic bile duct","diagnostic","6 - Cancer","2013-10-31","required"
"238","B16z.00","Read","Malignant neoplasm gallbladder/extrahepatic bile ducts NOS","diagnostic","6 - Cancer","2013-10-31","required"
"239","B17..00","Read","Malignant neoplasm of pancreas","diagnostic","6 - Cancer","2013-10-31","required"
"240","B170.00","Read","Malignant neoplasm of head of pancreas","diagnostic","6 - Cancer","2013-10-31","required"
"241","B171.00","Read","Malignant neoplasm of body of pancreas","diagnostic","6 - Cancer","2013-10-31","required"
"242","B172.00","Read","Malignant neoplasm of tail of pancreas","diagnostic","6 - Cancer","2013-10-31","required"
"243","B173.00","Read","Malignant neoplasm of pancreatic duct","diagnostic","6 - Cancer","2013-10-31","required"
"244","B174.00","Read","Malignant neoplasm of Islets of Langerhans","diagnostic","6 - Cancer","2013-10-31","required"
"245","B175.00","Read","Malignant neoplasm; overlapping lesion of pancreas","diagnostic","6 - Cancer","2013-10-31","required"
"246","B17y.00","Read","Malignant neoplasm of other specified sites of pancreas","diagnostic","6 - Cancer","2013-10-31","required"
"247","B17y000","Read","Malignant neoplasm of ectopic pancreatic tissue","diagnostic","6 - Cancer","2013-10-31","required"
"248","B17yz00","Read","Malignant neoplasm of specified site of pancreas NOS","diagnostic","6 - Cancer","2013-10-31","required"
"249","B17z.00","Read","Malignant neoplasm of pancreas NOS","diagnostic","6 - Cancer","2013-10-31","required"
"250","B18..00","Read","Malignant neoplasm of retroperitoneum and peritoneum","diagnostic","6 - Cancer","2013-10-31","required"
"251","B180.00","Read","Malignant neoplasm of retroperitoneum","diagnostic","6 - Cancer","2013-10-31","required"
"252","B180100","Read","Malignant neoplasm of perinephric tissue","diagnostic","6 - Cancer","2013-10-31","required"
"253","B180200","Read","Malignant neoplasm of retrocaecal tissue","diagnostic","6 - Cancer","2013-10-31","required"
"254","B180z00","Read","Malignant neoplasm of retroperitoneum NOS","diagnostic","6 - Cancer","2013-10-31","required"
"255","B181.00","Read","Mesothelioma of peritoneum","diagnostic","6 - Cancer","2013-10-31","required"
"256","B182.00","Read","Overlapping malign lesion of retroperitoneum and peritoneum","diagnostic","6 - Cancer","2013-10-31","required"
