"","code","coding_system","description","entity","list_name","upload_date","notes"
"35","C106.00","Read","Diabetes mellitus with neurological manifestation","diagnostic","9 - Diabetes","2013-10-31","included"
"36","C106000","Read","Diabetes mellitus; juvenile; + neurological manifestation","diagnostic","9 - Diabetes","2013-10-31","included"
"37","C106100","Read","Diabetes mellitus; adult onset; + neurological manifestation","diagnostic","9 - Diabetes","2013-10-31","included"
"38","C106.11","Read","Diabetic amyotrophy","diagnostic","9 - Diabetes","2013-10-31","included"
"39","C106.12","Read","Diabetes mellitus with neuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"40","C106.13","Read","Diabetes mellitus with polyneuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"41","C106y00","Read","Other specified diabetes mellitus with neurological comps","diagnostic","9 - Diabetes","2013-10-31","included"
"42","C106z00","Read","Diabetes mellitus NOS with neurological manifestation","diagnostic","9 - Diabetes","2013-10-31","included"
"43","C107.00","Read","Diabetes mellitus with peripheral circulatory disorder","diagnostic","9 - Diabetes","2013-10-31","included"
"44","C107000","Read","Diabetes mellitus; juvenile +peripheral circulatory disorder","diagnostic","9 - Diabetes","2013-10-31","included"
"45","C107100","Read","Diabetes mellitus; adult; + peripheral circulatory disorder","diagnostic","9 - Diabetes","2013-10-31","included"
"46","C107.11","Read","Diabetes mellitus with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"47","C107.12","Read","Diabetes with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"48","C107200","Read","Diabetes mellitus; adult with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"49","C107300","Read","IDDM with peripheral circulatory disorder","diagnostic","9 - Diabetes","2013-10-31","included"
"50","C107400","Read","NIDDM with peripheral circulatory disorder","diagnostic","9 - Diabetes","2013-10-31","included"
"51","C107z00","Read","Diabetes mellitus NOS with peripheral circulatory disorder","diagnostic","9 - Diabetes","2013-10-31","included"
"52","C108.00","Read","Insulin dependent diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"53","C108000","Read","Insulin-dependent diabetes mellitus with renal complications","diagnostic","9 - Diabetes","2013-10-31","included"
"54","C108011","Read","Type I diabetes mellitus with renal complications","diagnostic","9 - Diabetes","2013-10-31","included"
"55","C108012","Read","Type 1 diabetes mellitus with renal complications","diagnostic","9 - Diabetes","2013-10-31","included"
"56","C108100","Read","Insulin-dependent diabetes mellitus with ophthalmic comps","diagnostic","9 - Diabetes","2013-10-31","included"
"57","C108.11","Read","IDDM-Insulin dependent diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"58","C108112","Read","Type 1 diabetes mellitus with ophthalmic complications","diagnostic","9 - Diabetes","2013-10-31","included"
"59","C108.12","Read","Type 1 diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"60","C108.13","Read","Type I diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"61","C108200","Read","Insulin-dependent diabetes mellitus with neurological comps","diagnostic","9 - Diabetes","2013-10-31","included"
"62","C108211","Read","Type I diabetes mellitus with neurological complications","diagnostic","9 - Diabetes","2013-10-31","included"
"63","C108212","Read","Type 1 diabetes mellitus with neurological complications","diagnostic","9 - Diabetes","2013-10-31","included"
"64","C108300","Read","Insulin dependent diabetes mellitus with multiple complicatn","diagnostic","9 - Diabetes","2013-10-31","included"
"65","C108400","Read","Unstable insulin dependent diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"66","C108411","Read","Unstable type I diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"67","C108412","Read","Unstable type 1 diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"68","C108500","Read","Insulin dependent diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"69","C108511","Read","Type I diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"70","C108512","Read","Type 1 diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"71","C108600","Read","Insulin dependent diabetes mellitus with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"72","C108700","Read","Insulin dependent diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"73","C108711","Read","Type I diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"74","C108712","Read","Type 1 diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"75","C108800","Read","Insulin dependent diabetes mellitus - poor control","diagnostic","9 - Diabetes","2013-10-31","included"
"76","C108811","Read","Type I diabetes mellitus - poor control","diagnostic","9 - Diabetes","2013-10-31","included"
"77","C108812","Read","Type 1 diabetes mellitus - poor control","diagnostic","9 - Diabetes","2013-10-31","included"
"78","C108900","Read","Insulin dependent diabetes maturity onset","diagnostic","9 - Diabetes","2013-10-31","included"
"79","C108911","Read","Type I diabetes mellitus maturity onset","diagnostic","9 - Diabetes","2013-10-31","included"
"80","C108912","Read","Type 1 diabetes mellitus maturity onset","diagnostic","9 - Diabetes","2013-10-31","included"
"81","C108A00","Read","Insulin-dependent diabetes without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"82","C108A11","Read","Type I diabetes mellitus without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"83","C108B00","Read","Insulin dependent diabetes mellitus with mononeuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"84","C108B11","Read","Type I diabetes mellitus with mononeuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"85","C108C00","Read","Insulin dependent diabetes mellitus with polyneuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"86","C108D00","Read","Insulin dependent diabetes mellitus with nephropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"87","C108D11","Read","Type I diabetes mellitus with nephropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"88","C108E00","Read","Insulin dependent diabetes mellitus with hypoglycaemic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"89","C108E11","Read","Type I diabetes mellitus with hypoglycaemic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"90","C108E12","Read","Type 1 diabetes mellitus with hypoglycaemic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"91","C108F00","Read","Insulin dependent diabetes mellitus with diabetic cataract","diagnostic","9 - Diabetes","2013-10-31","included"
"92","C108F11","Read","Type I diabetes mellitus with diabetic cataract","diagnostic","9 - Diabetes","2013-10-31","included"
"93","C108G00","Read","Insulin dependent diab mell with peripheral angiopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"94","C108H00","Read","Insulin dependent diabetes mellitus with arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"95","C108H11","Read","Type I diabetes mellitus with arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"96","C108J00","Read","Insulin dependent diab mell with neuropathic arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"97","C108J11","Read","Type I diabetes mellitus with neuropathic arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"98","C108J12","Read","Type 1 diabetes mellitus with neuropathic arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"99","C108y00","Read","Other specified diabetes mellitus with multiple comps","diagnostic","9 - Diabetes","2013-10-31","included"
"100","C108z00","Read","Unspecified diabetes mellitus with multiple complications","diagnostic","9 - Diabetes","2013-10-31","included"
"101","C109.00","Read","Non-insulin dependent diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"102","C109000","Read","Non-insulin-dependent diabetes mellitus with renal comps","diagnostic","9 - Diabetes","2013-10-31","included"
"103","C109011","Read","Type II diabetes mellitus with renal complications","diagnostic","9 - Diabetes","2013-10-31","included"
"104","C109012","Read","Type 2 diabetes mellitus with renal complications","diagnostic","9 - Diabetes","2013-10-31","included"
"105","C109100","Read","Non-insulin-dependent diabetes mellitus with ophthalm comps","diagnostic","9 - Diabetes","2013-10-31","included"
"106","C109.11","Read","NIDDM - Non-insulin dependent diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"107","C109111","Read","Type II diabetes mellitus with ophthalmic complications","diagnostic","9 - Diabetes","2013-10-31","included"
"108","C109112","Read","Type 2 diabetes mellitus with ophthalmic complications","diagnostic","9 - Diabetes","2013-10-31","included"
"109","C109.12","Read","Type 2 diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"110","C109.13","Read","Type II diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"111","C109200","Read","Non-insulin-dependent diabetes mellitus with neuro comps","diagnostic","9 - Diabetes","2013-10-31","included"
"112","C109211","Read","Type II diabetes mellitus with neurological complications","diagnostic","9 - Diabetes","2013-10-31","included"
"113","C109212","Read","Type 2 diabetes mellitus with neurological complications","diagnostic","9 - Diabetes","2013-10-31","included"
"114","C109300","Read","Non-insulin-dependent diabetes mellitus with multiple comps","diagnostic","9 - Diabetes","2013-10-31","included"
"115","C109400","Read","Non-insulin dependent diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"116","C109411","Read","Type II diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"117","C109412","Read","Type 2 diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"118","C109500","Read","Non-insulin dependent diabetes mellitus with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"119","C109511","Read","Type II diabetes mellitus with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"120","C109512","Read","Type 2 diabetes mellitus with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"121","C109600","Read","Non-insulin-dependent diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"122","C109611","Read","Type II diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"123","C109612","Read","Type 2 diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"124","C109700","Read","Non-insulin dependent diabetes mellitus - poor control","diagnostic","9 - Diabetes","2013-10-31","included"
"125","C109711","Read","Type II diabetes mellitus - poor control","diagnostic","9 - Diabetes","2013-10-31","included"
"126","C109712","Read","Type 2 diabetes mellitus - poor control","diagnostic","9 - Diabetes","2013-10-31","included"
"127","C109800","Read","Reaven's syndrome","diagnostic","9 - Diabetes","2013-10-31","included"
"128","C109900","Read","Non-insulin-dependent diabetes mellitus without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"129","C109A00","Read","Non-insulin dependent diabetes mellitus with mononeuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"130","C109A11","Read","Type II diabetes mellitus with mononeuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"131","C109B00","Read","Non-insulin dependent diabetes mellitus with polyneuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"132","C109B11","Read","Type II diabetes mellitus with polyneuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"133","C109C00","Read","Non-insulin dependent diabetes mellitus with nephropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"134","C109C11","Read","Type II diabetes mellitus with nephropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"135","C109C12","Read","Type 2 diabetes mellitus with nephropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"136","C109D00","Read","Non-insulin dependent diabetes mellitus with hypoglyca coma","diagnostic","9 - Diabetes","2013-10-31","included"
"137","C109D11","Read","Type II diabetes mellitus with hypoglycaemic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"138","C109D12","Read","Type 2 diabetes mellitus with hypoglycaemic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"139","C109E00","Read","Non-insulin depend diabetes mellitus with diabetic cataract","diagnostic","9 - Diabetes","2013-10-31","included"
"140","C109E11","Read","Type II diabetes mellitus with diabetic cataract","diagnostic","9 - Diabetes","2013-10-31","included"
"141","C109E12","Read","Type 2 diabetes mellitus with diabetic cataract","diagnostic","9 - Diabetes","2013-10-31","included"
"142","C109F00","Read","Non-insulin-dependent d m with peripheral angiopath","diagnostic","9 - Diabetes","2013-10-31","included"
"143","C109F11","Read","Type II diabetes mellitus with peripheral angiopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"144","C109F12","Read","Type 2 diabetes mellitus with peripheral angiopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"145","C109G00","Read","Non-insulin dependent diabetes mellitus with arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"146","C109G11","Read","Type II diabetes mellitus with arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"147","C109G12","Read","Type 2 diabetes mellitus with arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"148","C109H00","Read","Non-insulin dependent d m with neuropathic arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"149","C109H11","Read","Type II diabetes mellitus with neuropathic arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"150","C109H12","Read","Type 2 diabetes mellitus with neuropathic arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"151","C109J00","Read","Insulin treated Type 2 diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"152","C109J11","Read","Insulin treated non-insulin dependent diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"153","C109J12","Read","Insulin treated Type II diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"154","C109K00","Read","Hyperosmolar non-ketotic state in type 2 diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"155","C10A.00","Read","Malnutrition-related diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"156","C10A000","Read","Malnutrition-related diabetes mellitus with coma","diagnostic","9 - Diabetes","2013-10-31","included"
"157","C10A100","Read","Malnutrition-related diabetes mellitus with ketoacidosis","diagnostic","9 - Diabetes","2013-10-31","included"
"158","C10A500","Read","Malnutritn-relat diabetes melitus wth periph circul complctn","diagnostic","9 - Diabetes","2013-10-31","included"
"159","C10B.00","Read","Diabetes mellitus induced by steroids","diagnostic","9 - Diabetes","2013-10-31","included"
"160","C10B000","Read","Steroid induced diabetes mellitus without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"161","C10C.00","Read","Diabetes mellitus autosomal dominant","diagnostic","9 - Diabetes","2013-10-31","included"
"162","C10C.11","Read","Maturity onset diabetes in youth","diagnostic","9 - Diabetes","2013-10-31","included"
"163","C10C.12","Read","Maturity onset diabetes in youth type 1","diagnostic","9 - Diabetes","2013-10-31","included"
"164","C10D.00","Read","Diabetes mellitus autosomal dominant type 2","diagnostic","9 - Diabetes","2013-10-31","included"
"165","C10D.11","Read","Maturity onset diabetes in youth type 2","diagnostic","9 - Diabetes","2013-10-31","included"
"166","C10E.00","Read","Type 1 diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"167","C10E000","Read","Type 1 diabetes mellitus with renal complications","diagnostic","9 - Diabetes","2013-10-31","included"
"168","C10E012","Read","Insulin-dependent diabetes mellitus with renal complications","diagnostic","9 - Diabetes","2013-10-31","included"
"169","C10E100","Read","Type 1 diabetes mellitus with ophthalmic complications","diagnostic","9 - Diabetes","2013-10-31","included"
"170","C10E.11","Read","Type I diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"171","C10E111","Read","Type I diabetes mellitus with ophthalmic complications","diagnostic","9 - Diabetes","2013-10-31","included"
"172","C10E112","Read","Insulin-dependent diabetes mellitus with ophthalmic comps","diagnostic","9 - Diabetes","2013-10-31","included"
"173","C10E.12","Read","Insulin dependent diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"174","C10E200","Read","Type 1 diabetes mellitus with neurological complications","diagnostic","9 - Diabetes","2013-10-31","included"
"175","C10E212","Read","Insulin-dependent diabetes mellitus with neurological comps","diagnostic","9 - Diabetes","2013-10-31","included"
"176","C10E300","Read","Type 1 diabetes mellitus with multiple complications","diagnostic","9 - Diabetes","2013-10-31","included"
"177","C10E311","Read","Type I diabetes mellitus with multiple complications","diagnostic","9 - Diabetes","2013-10-31","included"
"178","C10E312","Read","Insulin dependent diabetes mellitus with multiple complicat","diagnostic","9 - Diabetes","2013-10-31","included"
"179","C10E400","Read","Unstable type 1 diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"180","C10E411","Read","Unstable type I diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"181","C10E412","Read","Unstable insulin dependent diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"182","C10E500","Read","Type 1 diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"183","C10E511","Read","Type I diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"184","C10E512","Read","Insulin dependent diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"185","C10E600","Read","Type 1 diabetes mellitus with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"186","C10E611","Read","Type I diabetes mellitus with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"187","C10E700","Read","Type 1 diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"188","C10E711","Read","Type I diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"189","C10E712","Read","Insulin dependent diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"190","C10E800","Read","Type 1 diabetes mellitus - poor control","diagnostic","9 - Diabetes","2013-10-31","included"
"191","C10E812","Read","Insulin dependent diabetes mellitus - poor control","diagnostic","9 - Diabetes","2013-10-31","included"
"192","C10E900","Read","Type 1 diabetes mellitus maturity onset","diagnostic","9 - Diabetes","2013-10-31","included"
"193","C10E911","Read","Type I diabetes mellitus maturity onset","diagnostic","9 - Diabetes","2013-10-31","included"
"194","C10E912","Read","Insulin dependent diabetes maturity onset","diagnostic","9 - Diabetes","2013-10-31","included"
"195","C10EA00","Read","Type 1 diabetes mellitus without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"196","C10EA11","Read","Type I diabetes mellitus without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"197","C10EA12","Read","Insulin-dependent diabetes without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"198","C10EB00","Read","Type 1 diabetes mellitus with mononeuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"199","C10EC00","Read","Type 1 diabetes mellitus with polyneuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"200","C10EC11","Read","Type I diabetes mellitus with polyneuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"201","C10EC12","Read","Insulin dependent diabetes mellitus with polyneuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"202","C10ED00","Read","Type 1 diabetes mellitus with nephropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"203","C10ED12","Read","Insulin dependent diabetes mellitus with nephropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"204","C10EE00","Read","Type 1 diabetes mellitus with hypoglycaemic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"205","C10EE12","Read","Insulin dependent diabetes mellitus with hypoglycaemic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"206","C10EF00","Read","Type 1 diabetes mellitus with diabetic cataract","diagnostic","9 - Diabetes","2013-10-31","included"
"207","C10EF12","Read","Insulin dependent diabetes mellitus with diabetic cataract","diagnostic","9 - Diabetes","2013-10-31","included"
"208","C10EG00","Read","Type 1 diabetes mellitus with peripheral angiopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"209","C10EH00","Read","Type 1 diabetes mellitus with arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"210","C10EJ00","Read","Type 1 diabetes mellitus with neuropathic arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"211","C10EK00","Read","Type 1 diabetes mellitus with persistent proteinuria","diagnostic","9 - Diabetes","2013-10-31","included"
"212","C10EL00","Read","Type 1 diabetes mellitus with persistent microalbuminuria","diagnostic","9 - Diabetes","2013-10-31","included"
"213","C10EL11","Read","Type I diabetes mellitus with persistent microalbuminuria","diagnostic","9 - Diabetes","2013-10-31","included"
"214","C10EM00","Read","Type 1 diabetes mellitus with ketoacidosis","diagnostic","9 - Diabetes","2013-10-31","included"
"215","C10EM11","Read","Type I diabetes mellitus with ketoacidosis","diagnostic","9 - Diabetes","2013-10-31","included"
"216","C10EN00","Read","Type 1 diabetes mellitus with ketoacidotic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"217","C10EN11","Read","Type I diabetes mellitus with ketoacidotic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"218","C10EP00","Read","Type 1 diabetes mellitus with exudative maculopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"219","C10EP11","Read","Type I diabetes mellitus with exudative maculopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"220","C10EQ00","Read","Type 1 diabetes mellitus with gastroparesis","diagnostic","9 - Diabetes","2013-10-31","included"
"221","C10ER00","Read","Latent autoimmune diabetes mellitus in adult","diagnostic","9 - Diabetes","2013-10-31","included"
"222","C10F.00","Read","Type 2 diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"223","C10F000","Read","Type 2 diabetes mellitus with renal complications","diagnostic","9 - Diabetes","2013-10-31","included"
"224","C10F011","Read","Type II diabetes mellitus with renal complications","diagnostic","9 - Diabetes","2013-10-31","included"
"225","C10F100","Read","Type 2 diabetes mellitus with ophthalmic complications","diagnostic","9 - Diabetes","2013-10-31","included"
"226","C10F.11","Read","Type II diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"227","C10F111","Read","Type II diabetes mellitus with ophthalmic complications","diagnostic","9 - Diabetes","2013-10-31","included"
"228","C10F200","Read","Type 2 diabetes mellitus with neurological complications","diagnostic","9 - Diabetes","2013-10-31","included"
"229","C10F211","Read","Type II diabetes mellitus with neurological complications","diagnostic","9 - Diabetes","2013-10-31","included"
"230","C10F300","Read","Type 2 diabetes mellitus with multiple complications","diagnostic","9 - Diabetes","2013-10-31","included"
"231","C10F311","Read","Type II diabetes mellitus with multiple complications","diagnostic","9 - Diabetes","2013-10-31","included"
"232","C10F400","Read","Type 2 diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"233","C10F411","Read","Type II diabetes mellitus with ulcer","diagnostic","9 - Diabetes","2013-10-31","included"
"234","C10F500","Read","Type 2 diabetes mellitus with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"235","C10F511","Read","Type II diabetes mellitus with gangrene","diagnostic","9 - Diabetes","2013-10-31","included"
"236","C10F600","Read","Type 2 diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"237","C10F611","Read","Type II diabetes mellitus with retinopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"238","C10F700","Read","Type 2 diabetes mellitus - poor control","diagnostic","9 - Diabetes","2013-10-31","included"
"239","C10F711","Read","Type II diabetes mellitus - poor control","diagnostic","9 - Diabetes","2013-10-31","included"
"240","C10F800","Read","Reaven's syndrome","diagnostic","9 - Diabetes","2013-10-31","included"
"241","C10F811","Read","Metabolic syndrome X","diagnostic","9 - Diabetes","2013-10-31","included"
"242","C10F900","Read","Type 2 diabetes mellitus without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"243","C10F911","Read","Type II diabetes mellitus without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"244","C10FA00","Read","Type 2 diabetes mellitus with mononeuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"245","C10FA11","Read","Type II diabetes mellitus with mononeuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"246","C10FB00","Read","Type 2 diabetes mellitus with polyneuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"247","C10FB11","Read","Type II diabetes mellitus with polyneuropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"248","C10FC00","Read","Type 2 diabetes mellitus with nephropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"249","C10FC11","Read","Type II diabetes mellitus with nephropathy","diagnostic","9 - Diabetes","2013-10-31","included"
