"","code","coding_system","description","entity","list_name","upload_date","BNF_header","BNF_code","drug_substance_name"
"59",16149,"CPRD_product_code","LAMOTRIGINE disp tab 50mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"LAMOTRIGINE"
"60",16215,"CPRD_product_code","NEURONTIN caps 400mg","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"GABAPENTIN"
"61",16247,"CPRD_product_code","ACETAZOLAMIDE pwdr","drug","64 - epilepsy_drugs","2014-01-27","Carbonic anhydrase inhibitors",2020700,"ACETAZOLAMIDE"
"62",16262,"CPRD_product_code","TOPAMAX SPRINKLE caps 25mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"TOPIRAMATE"
"63",16404,"CPRD_product_code","NEURONTIN TITRATION PACK caps & tabs 300mg + 600mg","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"GABAPENTIN"
"64",16442,"CPRD_product_code","TIAGABINE tabs 10mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"TIAGABINE HYDROCHLORIDE MONOHYDRATE"
"65",16509,"CPRD_product_code","LYRICA caps 150mg","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"PREGABALIN"
"66",16542,"CPRD_product_code","LYRICA caps 25mg","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"PREGABALIN"
"67",16609,"CPRD_product_code","SODIUM VALPROATE pwdr/inj.soln 400mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"SODIUM VALPROATE"
"68",16661,"CPRD_product_code","NOOTROPIL FC tab 1200mg","drug","64 - epilepsy_drugs","2014-01-27","Drugs for essential tremor; chorea; tics and related disorders",4090300,"PIRACETAM"
"69",16782,"CPRD_product_code","VIGABATRIN caps 125mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"VIGABATRIN"
"70",17038,"CPRD_product_code","RIVOTRIL oral drops 2.5mg/ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CLONAZEPAM"
"71",17054,"CPRD_product_code","CLOBAZAM oral susp 5mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Unlicensed medicinal product (specials)",23000000,"CLOBAZAM"
"72",17152,"CPRD_product_code","ORLEPT tabs 200mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"SODIUM VALPROATE"
"73",17177,"CPRD_product_code","EPANUTIN INFATAB 50mg","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"PHENYTOIN"
"74",17428,"CPRD_product_code","CARBAMAZEPINE supp 250mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CARBAMAZEPINE"
"75",17429,"CPRD_product_code","CARBAMAZEPINE supp 125mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CARBAMAZEPINE"
"76",17564,"CPRD_product_code","NEURONTIN tabs 600mg","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"GABAPENTIN"
"77",17637,"CPRD_product_code","CLONAZEPAM sf soln 500micrograms/5ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CLONAZEPAM"
"78",17978,"CPRD_product_code","TERIL RETARD mr tab 200mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CARBAMAZEPINE"
"79",17990,"CPRD_product_code","SABRIL sach 500mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"VIGABATRIN"
"80",18011,"CPRD_product_code","TERIL RETARD mr tab 400mg","drug","64 - epilepsy_drugs","2014-01-27","Antimanic drugs",4020300,"CARBAMAZEPINE"
"81",18077,"CPRD_product_code","TOPAMAX SPRINKLE caps 50mg","drug","64 - epilepsy_drugs","2014-01-27","Prophylaxis of migraine",4070402,"TOPIRAMATE"
"82",18211,"CPRD_product_code","GABAPENTIN oral soln 250mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"GABAPENTIN"
"83",18350,"CPRD_product_code","CLOBAZAM 1 MG SUS","drug","64 - epilepsy_drugs","2014-01-27","",0,""
"84",18457,"CPRD_product_code","PHENOBARBITAL inj 30mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL SODIUM"
"85",18567,"CPRD_product_code","TRILEPTAL tabs 600mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"OXCARBAZEPINE"
"86",18729,"CPRD_product_code","EMESIDE syrp 250mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"ETHOSUXIMIDE"
"87",18737,"CPRD_product_code","GABITRIL tabs 5mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"TIAGABINE HYDROCHLORIDE MONOHYDRATE"
"88",18762,"CPRD_product_code","EPIMAZ tabs 200mg","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"CARBAMAZEPINE"
"89",18763,"CPRD_product_code","EPIMAZ tabs 400mg","drug","64 - epilepsy_drugs","2014-01-27","Antimanic drugs",4020300,"CARBAMAZEPINE"
"90",18886,"CPRD_product_code","CONVULEX ec soft gelatin ca 500mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"VALPROIC ACID"
"91",18911,"CPRD_product_code","EMESIDE caps 250mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"ETHOSUXIMIDE"
"92",19296,"CPRD_product_code","LAMICTAL disp tab 2mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"LAMOTRIGINE"
"93",19326,"CPRD_product_code","PHENYTOIN 25 MG SYR","drug","64 - epilepsy_drugs","2014-01-27","",0,""
"94",19500,"CPRD_product_code","ZONISAMIDE caps 50mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"ZONISAMIDE"
"95",19907,"CPRD_product_code","PHENOBARBITAL SODIUM tabs 60mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL SODIUM"
"96",20004,"CPRD_product_code","EPILIM pwdr/inj.soln 400mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"SODIUM VALPROATE"
"97",202,"CPRD_product_code","PHENOBARBITAL elixir 15mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL"
"98",2062,"CPRD_product_code","PHENYTOIN SODIUM tabs 100mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENYTOIN SODIUM"
"99",20640,"CPRD_product_code","KEPPRA oral soln 100mg/ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"LEVETIRACETAM"
"100",2073,"CPRD_product_code","CLONAZEPAM tabs 2mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CLONAZEPAM"
"101",2077,"CPRD_product_code","TEGRETOL liq 100 MG/5ML LIQ","drug","64 - epilepsy_drugs","2014-01-27","",0,""
"102",2079,"CPRD_product_code","LAMOTRIGINE tabs 25mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"LAMOTRIGINE"
"103",2080,"CPRD_product_code","LAMOTRIGINE tabs 50mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"LAMOTRIGINE"
"104",2081,"CPRD_product_code","LAMOTRIGINE disp tab 5mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"LAMOTRIGINE"
"105",2082,"CPRD_product_code","EPILIM sf liq 200mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"SODIUM VALPROATE"
"106",2085,"CPRD_product_code","TEGRETOL tabs 200mg","drug","64 - epilepsy_drugs","2014-01-27","Antimanic drugs",4020300,"CARBAMAZEPINE"
"107",20855,"CPRD_product_code","ACETAZOLAMIDE syrp 40mg/ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"ACETAZOLAMIDE"
"108",20859,"CPRD_product_code","GABITRIL tabs 10mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"TIAGABINE HYDROCHLORIDE MONOHYDRATE"
"109",209,"CPRD_product_code","PRIMIDONE oral susp 250mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PRIMIDONE"
"110",20966,"CPRD_product_code","CLOBAZAM oral susp 10mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CLOBAZAM"
"111",2128,"CPRD_product_code","PHENYTOIN caps 50mg","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"PHENYTOIN SODIUM"
"112",21441,"CPRD_product_code","TEGRETOL supp 125mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CARBAMAZEPINE"
"113",21488,"CPRD_product_code","LUMINAL tabs 30mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL"
"114",21854,"CPRD_product_code","PENTRAN tabs 100mg","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"PHENYTOIN SODIUM"
"115",22131,"CPRD_product_code","PHENOBARBITONE & PHENYTOIN 60 MG CAP","drug","64 - epilepsy_drugs","2014-01-27","",0,""
"116",22286,"CPRD_product_code","PHENOBARBITONE 60MG & PHENYTOIN 100MG MG TAB","drug","64 - epilepsy_drugs","2014-01-27","",0,""
"117",22763,"CPRD_product_code","LEVETIRACETAM conc soln inf 500mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"LEVETIRACETAM"
"118",2284,"CPRD_product_code","DIAMOX SR caps 250mg","drug","64 - epilepsy_drugs","2014-01-27","Carbonic anhydrase inhibitors",2020700,"ACETAZOLAMIDE"
"119",23237,"CPRD_product_code","PHENOBARBITAL inj 15mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL SODIUM"
"120",23399,"CPRD_product_code","NOOTROPIL soln 33%","drug","64 - epilepsy_drugs","2014-01-27","Drugs for essential tremor; chorea; tics and related disorders",4090300,"PIRACETAM"
"121",2388,"CPRD_product_code","CARBAMAZEPINE mr tab 200mg","drug","64 - epilepsy_drugs","2014-01-27","Antimanic drugs",4020300,"CARBAMAZEPINE"
"122",2401,"CPRD_product_code","VALIUM tabs 2mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"DIAZEPAM"
"123",24138,"CPRD_product_code","PHENOBARBITAL tabs 60mg [ALPHAR/COX]","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL"
"124",24153,"CPRD_product_code","ORLEPT sf liq 200mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"SODIUM VALPROATE"
"125",24176,"CPRD_product_code","ZONEGRAN caps 50mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"ZONISAMIDE"
"126",24177,"CPRD_product_code","ZONEGRAN caps 100mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"ZONISAMIDE"
"127",24264,"CPRD_product_code","GABITRIL tabs 15mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"TIAGABINE HYDROCHLORIDE MONOHYDRATE"
"128",24627,"CPRD_product_code","PRIMIDONE oral susp 25mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PRIMIDONE"
"129",24637,"CPRD_product_code","PHENYTOIN SODIUM inj 250mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Ventricular arrhythmias",2030203,"PHENYTOIN SODIUM"
"130",24821,"CPRD_product_code","GARDENAL SODIUM inj 200mg/ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL SODIUM"
"131",25107,"CPRD_product_code","NOOTROPIL FC tab 800mg","drug","64 - epilepsy_drugs","2014-01-27","Drugs for essential tremor; chorea; tics and related disorders",4090300,"PIRACETAM"
"132",25130,"CPRD_product_code","PIRACETAM soln 33%","drug","64 - epilepsy_drugs","2014-01-27","Drugs for essential tremor; chorea; tics and related disorders",4090300,"PIRACETAM"
"133",25138,"CPRD_product_code","DIAMOX sodium inj 500mg/vial","drug","64 - epilepsy_drugs","2014-01-27","Carbonic anhydrase inhibitors and systemic drugs (in glaucoma)",11060400,"ACETAZOLAMIDE"
"134",25244,"CPRD_product_code","GABITRIL tabs 10mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"TIAGABINE HYDROCHLORIDE MONOHYDRATE"
"135",25270,"CPRD_product_code","PHENOBARBITAL SODIUM pwdr [T & R]","drug","64 - epilepsy_drugs","2014-01-27","Ingredient",99000000,"PHENOBARBITAL SODIUM"
"136",25285,"CPRD_product_code","LUMINAL tabs 60mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL"
"137",2551,"CPRD_product_code","ACETAZOLAMIDE tabs 250mg","drug","64 - epilepsy_drugs","2014-01-27","Carbonic anhydrase inhibitors and systemic drugs (in glaucoma)",11060400,"ACETAZOLAMIDE"
"138",25543,"CPRD_product_code","PHENOBARBITAL tabs 30mg [HILLCROSS]","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL"
"139",25815,"CPRD_product_code","GABAPENTIN oral susp 400mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Unlicensed medicinal product (specials)",23000000,"GABAPENTIN"
"140",25903,"CPRD_product_code","FOSPHENYTOIN SODIUM conc for inj 75mg/ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"FOSPHENYTOIN SODIUM"
"141",26012,"CPRD_product_code","CARBAGEN SR tablets 400mg","drug","64 - epilepsy_drugs","2014-01-27","Antimanic drugs",4020300,"CARBAMAZEPINE"
"142",26302,"CPRD_product_code","EMESIDE caps 250mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"ETHOSUXIMIDE"
"143",26318,"CPRD_product_code","GABITRIL tabs 15mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"TIAGABINE HYDROCHLORIDE MONOHYDRATE"
"144",26496,"CPRD_product_code","RIVOTRIL inj 1mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CLONAZEPAM"
"145",26902,"CPRD_product_code","TRILEPTAL oral susp 60mg/ml","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"OXCARBAZEPINE"
"146",26924,"CPRD_product_code","ZARONTIN 300 MG CAP","drug","64 - epilepsy_drugs","2014-01-27","",0,""
"147",26962,"CPRD_product_code","DIAMOX sodium inj 500mg/vial","drug","64 - epilepsy_drugs","2014-01-27","Carbonic anhydrase inhibitors and systemic drugs (in glaucoma)",11060400,"ACETAZOLAMIDE"
"148",27113,"CPRD_product_code","PHENYTOIN SODIUM tabs 100mg [TEVA]","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"PHENYTOIN SODIUM"
"149",27221,"CPRD_product_code","LAMICTAL NON-VALPROATE ADD-ON START PACK TAB 25 mg","drug","64 - epilepsy_drugs","2014-01-27","",0,""
"150",27454,"CPRD_product_code","GABAPENTIN caps 300mg [TEVA]","drug","64 - epilepsy_drugs","2014-01-27","Neuropathic pain",4070300,"GABAPENTIN"
"151",27760,"CPRD_product_code","ZONEGRAN caps 25mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"ZONISAMIDE"
"152",2782,"CPRD_product_code","PHENYTOIN SODIUM tabs 50mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENYTOIN SODIUM"
"153",27895,"CPRD_product_code","GENTIAN ALKALINE & PHENOBARBITAL mix","drug","64 - epilepsy_drugs","2014-01-27","Bitters and tonics",9070000,"SODIUM BICARBONATE"
"154",2821,"CPRD_product_code","VIGABATRIN tabs 500mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"VIGABATRIN"
"155",2822,"CPRD_product_code","EPILIM EC tab 500mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"SODIUM VALPROATE"
"156",2823,"CPRD_product_code","TEGRETOL RETARD cr tab 200mg","drug","64 - epilepsy_drugs","2014-01-27","Antimanic drugs",4020300,"CARBAMAZEPINE"
"157",2824,"CPRD_product_code","TEGRETOL RETARD cr tab 400mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CARBAMAZEPINE"
"158",2830,"CPRD_product_code","PIRACETAM FC tab 1200mg","drug","64 - epilepsy_drugs","2014-01-27","Drugs for essential tremor; chorea; tics and related disorders",4090300,"PIRACETAM"
"159",28345,"CPRD_product_code","CARBAMAZEPINE tabs 100mg [APS]","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"CARBAMAZEPINE"
"160",28713,"CPRD_product_code","NEURONTIN tabs 800mg","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"GABAPENTIN"
"161",28945,"CPRD_product_code","PHENOBARBITAL tabs 30mg [APS]","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL"
"162",29306,"CPRD_product_code","PHENOBARBITAL tabs 15mg [APS]","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"PHENOBARBITAL"
"163",29497,"CPRD_product_code","ACETAZOLAMIDE oral susp 125mg/5ml","drug","64 - epilepsy_drugs","2014-01-27","Carbonic anhydrase inhibitors and systemic drugs (in glaucoma)",11060400,"ACETAZOLAMIDE"
"164",29619,"CPRD_product_code","LAMOTRIGINE tabs 25mg [ALPHARMA]","drug","64 - epilepsy_drugs","2014-01-27","Control of epilepsy",4080100,"LAMOTRIGINE"
